location_id,name,type,historical_names,modern_address,coordinates,source_book,source_chapter,source_text
loc_0011,内殿,Building,,陕西省西安市（唐皇宫内）,"34.2800, 108.9500",《唐朝名画录》,神品上一人 物理页面 第 3 页,"舞毕,奋笔俄顷而成,有若神助,尤为冠绝,道子亦亲为设色,其画在寺之西庑。又张旭长史亦书一壁,都邑士庶皆云:“一日之中,获睹三绝。”又画玄元庙五圣千官,宫殿冠冕,势倾云龙,心归造化,故杜员外诗云:“森罗回地轴,妙绝动宫墙。”<sup>〔7〕</sup>明皇天宝中忽思蜀道嘉陵江水,遂假吴生驛驷,令往写貌。及回日,帝问其状,奏曰:“臣无粉本,并记在心。”后宣令于大同殿壁图之,嘉陵江三百余里山水,一日而毕。时有李思训将军,山水擅名,帝亦宣于大同殿图,累月方毕。明皇云:“李思训数月之功,吴道子一日之迹,皆极其妙也。”<sup>〔8〕</sup>又画内殿五龙,其鳞甲飞动,每天欲雨,即生烟雾。吴生常持《金刚经》<sup>〔9〕</sup>自识本身。天宝中有杨庭光<sup>〔10〕</sup>与之齐名,遂潜写吴生真于讲席众人之中,引吴生观之,一见便惊,谓庭光曰:“老夫衰丑, 何用图之?”因斯叹服。凡画人物、佛像、神鬼、禽兽、山水、台殿、草木皆冠绝于世,国朝第一。张怀瓘尝谓道子乃张僧繇之后,斯言当矣。又按《两京耆旧传》<sup>〔11〕</sup>云:“寺观之中,图画墙壁。凡三百余间。变相<sup>〔12〕</sup>人物,奇踪异状,无有同者。上都唐兴寺御注《金刚经》院,妙迹为多,兼自题经文。慈恩寺前文殊<sup>〔13〕</sup>、普贤<sup>〔14〕</sup>,西面庑下降魔<sup>〔15〕</sup>、盘龙等壁,及景公寺地狱壁、帝释<sup>〔16〕</sup>、梵王<sup>〔17〕</sup>、龙神,永寿寺<sup>〔18〕</sup>中三门两神,及诸道观寺院,不可胜纪,皆妙绝一时。”景玄每观吴生画,不以装背为妙,但试笔绝踪,皆磊落逸势;又数处图壁,只以墨踪为之,近代莫能加以彩绘。凡图圆光,皆不用尺度规画,一笔而成。"
loc_0012,上都,City,京兆府; 西京; 长安,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 3 页,"舞毕,奋笔俄顷而成,有若神助,尤为冠绝,道子亦亲为设色,其画在寺之西庑。又张旭长史亦书一壁,都邑士庶皆云:“一日之中,获睹三绝。”又画玄元庙五圣千官,宫殿冠冕,势倾云龙,心归造化,故杜员外诗云:“森罗回地轴,妙绝动宫墙。”<sup>〔7〕</sup>明皇天宝中忽思蜀道嘉陵江水,遂假吴生驛驷,令往写貌。及回日,帝问其状,奏曰:“臣无粉本,并记在心。”后宣令于大同殿壁图之,嘉陵江三百余里山水,一日而毕。时有李思训将军,山水擅名,帝亦宣于大同殿图,累月方毕。明皇云:“李思训数月之功,吴道子一日之迹,皆极其妙也。”<sup>〔8〕</sup>又画内殿五龙,其鳞甲飞动,每天欲雨,即生烟雾。吴生常持《金刚经》<sup>〔9〕</sup>自识本身。天宝中有杨庭光<sup>〔10〕</sup>与之齐名,遂潜写吴生真于讲席众人之中,引吴生观之,一见便惊,谓庭光曰:“老夫衰丑, 何用图之?”因斯叹服。凡画人物、佛像、神鬼、禽兽、山水、台殿、草木皆冠绝于世,国朝第一。张怀瓘尝谓道子乃张僧繇之后,斯言当矣。又按《两京耆旧传》<sup>〔11〕</sup>云:“寺观之中,图画墙壁。凡三百余间。变相<sup>〔12〕</sup>人物,奇踪异状,无有同者。上都唐兴寺御注《金刚经》院,妙迹为多,兼自题经文。慈恩寺前文殊<sup>〔13〕</sup>、普贤<sup>〔14〕</sup>,西面庑下降魔<sup>〔15〕</sup>、盘龙等壁,及景公寺地狱壁、帝释<sup>〔16〕</sup>、梵王<sup>〔17〕</sup>、龙神,永寿寺<sup>〔18〕</sup>中三门两神,及诸道观寺院,不可胜纪,皆妙绝一时。”景玄每观吴生画,不以装背为妙,但试笔绝踪,皆磊落逸势;又数处图壁,只以墨踪为之,近代莫能加以彩绘。凡图圆光,皆不用尺度规画,一笔而成。"
loc_0013,唐兴寺,Temple,上都唐兴寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 3 页,"舞毕,奋笔俄顷而成,有若神助,尤为冠绝,道子亦亲为设色,其画在寺之西庑。又张旭长史亦书一壁,都邑士庶皆云:“一日之中,获睹三绝。”又画玄元庙五圣千官,宫殿冠冕,势倾云龙,心归造化,故杜员外诗云:“森罗回地轴,妙绝动宫墙。”<sup>〔7〕</sup>明皇天宝中忽思蜀道嘉陵江水,遂假吴生驛驷,令往写貌。及回日,帝问其状,奏曰:“臣无粉本,并记在心。”后宣令于大同殿壁图之,嘉陵江三百余里山水,一日而毕。时有李思训将军,山水擅名,帝亦宣于大同殿图,累月方毕。明皇云:“李思训数月之功,吴道子一日之迹,皆极其妙也。”<sup>〔8〕</sup>又画内殿五龙,其鳞甲飞动,每天欲雨,即生烟雾。吴生常持《金刚经》<sup>〔9〕</sup>自识本身。天宝中有杨庭光<sup>〔10〕</sup>与之齐名,遂潜写吴生真于讲席众人之中,引吴生观之,一见便惊,谓庭光曰:“老夫衰丑, 何用图之?”因斯叹服。凡画人物、佛像、神鬼、禽兽、山水、台殿、草木皆冠绝于世,国朝第一。张怀瓘尝谓道子乃张僧繇之后,斯言当矣。又按《两京耆旧传》<sup>〔11〕</sup>云:“寺观之中,图画墙壁。凡三百余间。变相<sup>〔12〕</sup>人物,奇踪异状,无有同者。上都唐兴寺御注《金刚经》院,妙迹为多,兼自题经文。慈恩寺前文殊<sup>〔13〕</sup>、普贤<sup>〔14〕</sup>,西面庑下降魔<sup>〔15〕</sup>、盘龙等壁,及景公寺地狱壁、帝释<sup>〔16〕</sup>、梵王<sup>〔17〕</sup>、龙神,永寿寺<sup>〔18〕</sup>中三门两神,及诸道观寺院,不可胜纪,皆妙绝一时。”景玄每观吴生画,不以装背为妙,但试笔绝踪,皆磊落逸势;又数处图壁,只以墨踪为之,近代莫能加以彩绘。凡图圆光,皆不用尺度规画,一笔而成。"
loc_0014,唐兴寺（子空间: 御注金刚经院）,Building_Space,上都唐兴寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 3 页,"舞毕,奋笔俄顷而成,有若神助,尤为冠绝,道子亦亲为设色,其画在寺之西庑。又张旭长史亦书一壁,都邑士庶皆云:“一日之中,获睹三绝。”又画玄元庙五圣千官,宫殿冠冕,势倾云龙,心归造化,故杜员外诗云:“森罗回地轴,妙绝动宫墙。”<sup>〔7〕</sup>明皇天宝中忽思蜀道嘉陵江水,遂假吴生驛驷,令往写貌。及回日,帝问其状,奏曰:“臣无粉本,并记在心。”后宣令于大同殿壁图之,嘉陵江三百余里山水,一日而毕。时有李思训将军,山水擅名,帝亦宣于大同殿图,累月方毕。明皇云:“李思训数月之功,吴道子一日之迹,皆极其妙也。”<sup>〔8〕</sup>又画内殿五龙,其鳞甲飞动,每天欲雨,即生烟雾。吴生常持《金刚经》<sup>〔9〕</sup>自识本身。天宝中有杨庭光<sup>〔10〕</sup>与之齐名,遂潜写吴生真于讲席众人之中,引吴生观之,一见便惊,谓庭光曰:“老夫衰丑, 何用图之?”因斯叹服。凡画人物、佛像、神鬼、禽兽、山水、台殿、草木皆冠绝于世,国朝第一。张怀瓘尝谓道子乃张僧繇之后,斯言当矣。又按《两京耆旧传》<sup>〔11〕</sup>云:“寺观之中,图画墙壁。凡三百余间。变相<sup>〔12〕</sup>人物,奇踪异状,无有同者。上都唐兴寺御注《金刚经》院,妙迹为多,兼自题经文。慈恩寺前文殊<sup>〔13〕</sup>、普贤<sup>〔14〕</sup>,西面庑下降魔<sup>〔15〕</sup>、盘龙等壁,及景公寺地狱壁、帝释<sup>〔16〕</sup>、梵王<sup>〔17〕</sup>、龙神,永寿寺<sup>〔18〕</sup>中三门两神,及诸道观寺院,不可胜纪,皆妙绝一时。”景玄每观吴生画,不以装背为妙,但试笔绝踪,皆磊落逸势;又数处图壁,只以墨踪为之,近代莫能加以彩绘。凡图圆光,皆不用尺度规画,一笔而成。"
loc_0015,慈恩寺,Temple,大慈恩寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 3 页,"舞毕,奋笔俄顷而成,有若神助,尤为冠绝,道子亦亲为设色,其画在寺之西庑。又张旭长史亦书一壁,都邑士庶皆云:“一日之中,获睹三绝。”又画玄元庙五圣千官,宫殿冠冕,势倾云龙,心归造化,故杜员外诗云:“森罗回地轴,妙绝动宫墙。”<sup>〔7〕</sup>明皇天宝中忽思蜀道嘉陵江水,遂假吴生驛驷,令往写貌。及回日,帝问其状,奏曰:“臣无粉本,并记在心。”后宣令于大同殿壁图之,嘉陵江三百余里山水,一日而毕。时有李思训将军,山水擅名,帝亦宣于大同殿图,累月方毕。明皇云:“李思训数月之功,吴道子一日之迹,皆极其妙也。”<sup>〔8〕</sup>又画内殿五龙,其鳞甲飞动,每天欲雨,即生烟雾。吴生常持《金刚经》<sup>〔9〕</sup>自识本身。天宝中有杨庭光<sup>〔10〕</sup>与之齐名,遂潜写吴生真于讲席众人之中,引吴生观之,一见便惊,谓庭光曰:“老夫衰丑, 何用图之?”因斯叹服。凡画人物、佛像、神鬼、禽兽、山水、台殿、草木皆冠绝于世,国朝第一。张怀瓘尝谓道子乃张僧繇之后,斯言当矣。又按《两京耆旧传》<sup>〔11〕</sup>云:“寺观之中,图画墙壁。凡三百余间。变相<sup>〔12〕</sup>人物,奇踪异状,无有同者。上都唐兴寺御注《金刚经》院,妙迹为多,兼自题经文。慈恩寺前文殊<sup>〔13〕</sup>、普贤<sup>〔14〕</sup>,西面庑下降魔<sup>〔15〕</sup>、盘龙等壁,及景公寺地狱壁、帝释<sup>〔16〕</sup>、梵王<sup>〔17〕</sup>、龙神,永寿寺<sup>〔18〕</sup>中三门两神,及诸道观寺院,不可胜纪,皆妙绝一时。”景玄每观吴生画,不以装背为妙,但试笔绝踪,皆磊落逸势;又数处图壁,只以墨踪为之,近代莫能加以彩绘。凡图圆光,皆不用尺度规画,一笔而成。"
loc_0016,景公寺,Temple,,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 3 页,"舞毕,奋笔俄顷而成,有若神助,尤为冠绝,道子亦亲为设色,其画在寺之西庑。又张旭长史亦书一壁,都邑士庶皆云:“一日之中,获睹三绝。”又画玄元庙五圣千官,宫殿冠冕,势倾云龙,心归造化,故杜员外诗云:“森罗回地轴,妙绝动宫墙。”<sup>〔7〕</sup>明皇天宝中忽思蜀道嘉陵江水,遂假吴生驛驷,令往写貌。及回日,帝问其状,奏曰:“臣无粉本,并记在心。”后宣令于大同殿壁图之,嘉陵江三百余里山水,一日而毕。时有李思训将军,山水擅名,帝亦宣于大同殿图,累月方毕。明皇云:“李思训数月之功,吴道子一日之迹,皆极其妙也。”<sup>〔8〕</sup>又画内殿五龙,其鳞甲飞动,每天欲雨,即生烟雾。吴生常持《金刚经》<sup>〔9〕</sup>自识本身。天宝中有杨庭光<sup>〔10〕</sup>与之齐名,遂潜写吴生真于讲席众人之中,引吴生观之,一见便惊,谓庭光曰:“老夫衰丑, 何用图之?”因斯叹服。凡画人物、佛像、神鬼、禽兽、山水、台殿、草木皆冠绝于世,国朝第一。张怀瓘尝谓道子乃张僧繇之后,斯言当矣。又按《两京耆旧传》<sup>〔11〕</sup>云:“寺观之中,图画墙壁。凡三百余间。变相<sup>〔12〕</sup>人物,奇踪异状,无有同者。上都唐兴寺御注《金刚经》院,妙迹为多,兼自题经文。慈恩寺前文殊<sup>〔13〕</sup>、普贤<sup>〔14〕</sup>,西面庑下降魔<sup>〔15〕</sup>、盘龙等壁,及景公寺地狱壁、帝释<sup>〔16〕</sup>、梵王<sup>〔17〕</sup>、龙神,永寿寺<sup>〔18〕</sup>中三门两神,及诸道观寺院,不可胜纪,皆妙绝一时。”景玄每观吴生画,不以装背为妙,但试笔绝踪,皆磊落逸势;又数处图壁,只以墨踪为之,近代莫能加以彩绘。凡图圆光,皆不用尺度规画,一笔而成。"
loc_0017,永寿寺,Temple,长安永寿寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 3 页,"舞毕,奋笔俄顷而成,有若神助,尤为冠绝,道子亦亲为设色,其画在寺之西庑。又张旭长史亦书一壁,都邑士庶皆云:“一日之中,获睹三绝。”又画玄元庙五圣千官,宫殿冠冕,势倾云龙,心归造化,故杜员外诗云:“森罗回地轴,妙绝动宫墙。”<sup>〔7〕</sup>明皇天宝中忽思蜀道嘉陵江水,遂假吴生驛驷,令往写貌。及回日,帝问其状,奏曰:“臣无粉本,并记在心。”后宣令于大同殿壁图之,嘉陵江三百余里山水,一日而毕。时有李思训将军,山水擅名,帝亦宣于大同殿图,累月方毕。明皇云:“李思训数月之功,吴道子一日之迹,皆极其妙也。”<sup>〔8〕</sup>又画内殿五龙,其鳞甲飞动,每天欲雨,即生烟雾。吴生常持《金刚经》<sup>〔9〕</sup>自识本身。天宝中有杨庭光<sup>〔10〕</sup>与之齐名,遂潜写吴生真于讲席众人之中,引吴生观之,一见便惊,谓庭光曰:“老夫衰丑, 何用图之?”因斯叹服。凡画人物、佛像、神鬼、禽兽、山水、台殿、草木皆冠绝于世,国朝第一。张怀瓘尝谓道子乃张僧繇之后,斯言当矣。又按《两京耆旧传》<sup>〔11〕</sup>云:“寺观之中,图画墙壁。凡三百余间。变相<sup>〔12〕</sup>人物,奇踪异状,无有同者。上都唐兴寺御注《金刚经》院,妙迹为多,兼自题经文。慈恩寺前文殊<sup>〔13〕</sup>、普贤<sup>〔14〕</sup>,西面庑下降魔<sup>〔15〕</sup>、盘龙等壁,及景公寺地狱壁、帝释<sup>〔16〕</sup>、梵王<sup>〔17〕</sup>、龙神,永寿寺<sup>〔18〕</sup>中三门两神,及诸道观寺院,不可胜纪,皆妙绝一时。”景玄每观吴生画,不以装背为妙,但试笔绝踪,皆磊落逸势;又数处图壁,只以墨踪为之,近代莫能加以彩绘。凡图圆光,皆不用尺度规画,一笔而成。"
loc_0018,龙兴寺,Temple,长安龙兴寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 4 页,"景玄元和初应举,住龙兴寺<sup>〔19〕</sup>,犹有尹老者年八十余,尝云:“吴生画兴善寺<sup>〔20〕</sup>中门内神圆光时,长安市肆老幼士庶竞至,观者如堵。其圆光立笔挥扫,势若风旋,人皆谓之神助。”又尝闻景云寺老僧传云:“吴生画此寺地狱变相时,京都屠沽渔☐之辈,见之而惧罪改业者,往往有之,率皆修善。”所画并为后代人规式也。"
loc_0019,兴善寺,Temple,大兴善寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 4 页,"景玄元和初应举,住龙兴寺<sup>〔19〕</sup>,犹有尹老者年八十余,尝云:“吴生画兴善寺<sup>〔20〕</sup>中门内神圆光时,长安市肆老幼士庶竞至,观者如堵。其圆光立笔挥扫,势若风旋,人皆谓之神助。”又尝闻景云寺老僧传云:“吴生画此寺地狱变相时,京都屠沽渔☐之辈,见之而惧罪改业者,往往有之,率皆修善。”所画并为后代人规式也。"
loc_0020,长安市,City,长安,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 4 页,"景玄元和初应举,住龙兴寺<sup>〔19〕</sup>,犹有尹老者年八十余,尝云:“吴生画兴善寺<sup>〔20〕</sup>中门内神圆光时,长安市肆老幼士庶竞至,观者如堵。其圆光立笔挥扫,势若风旋,人皆谓之神助。”又尝闻景云寺老僧传云:“吴生画此寺地狱变相时,京都屠沽渔☐之辈,见之而惧罪改业者,往往有之,率皆修善。”所画并为后代人规式也。"
loc_0021,景云寺,Temple,长安景云寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 4 页,"景玄元和初应举,住龙兴寺<sup>〔19〕</sup>,犹有尹老者年八十余,尝云:“吴生画兴善寺<sup>〔20〕</sup>中门内神圆光时,长安市肆老幼士庶竞至,观者如堵。其圆光立笔挥扫,势若风旋,人皆谓之神助。”又尝闻景云寺老僧传云:“吴生画此寺地狱变相时,京都屠沽渔☐之辈,见之而惧罪改业者,往往有之,率皆修善。”所画并为后代人规式也。"
loc_0022,京都,City,长安,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品上一人 物理页面 第 4 页,"景玄元和初应举,住龙兴寺<sup>〔19〕</sup>,犹有尹老者年八十余,尝云:“吴生画兴善寺<sup>〔20〕</sup>中门内神圆光时,长安市肆老幼士庶竞至,观者如堵。其圆光立笔挥扫,势若风旋,人皆谓之神助。”又尝闻景云寺老僧传云:“吴生画此寺地狱变相时,京都屠沽渔☐之辈,见之而惧罪改业者,往往有之,率皆修善。”所画并为后代人规式也。"
loc_0023,京兆,Admin_Region,京兆府; 长安; 雍州,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品中一人 物理页面 第 5 页,"周昉字仲朗,京兆<sup>〔1〕</sup>人也,节制<sup>〔2〕</sup>之后,好属文,穷丹青之妙,游卿相间,贵公子也。兄皓,善骑射,随哥舒翰征吐番<sup>〔3〕</sup>,取名堡城,以功为执金吾<sup>〔4〕</sup>。"
loc_0024,吐番,Foreign_Region,吐蕃,西藏自治区及周边地区,"29.6500, 91.1000",《唐朝名画录》,神品中一人 物理页面 第 5 页,"周昉字仲朗,京兆<sup>〔1〕</sup>人也,节制<sup>〔2〕</sup>之后,好属文,穷丹青之妙,游卿相间,贵公子也。兄皓,善骑射,随哥舒翰征吐番<sup>〔3〕</sup>,取名堡城,以功为执金吾<sup>〔4〕</sup>。"
loc_0025,章敬寺,Temple,长安章敬寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品中一人 物理页面 第 6 页,骑射，随哥舒翰征吐番<sup>〔3〕</sup>，取名堡城，以功为执金吾<sup>〔4〕</sup>。时属德宗修章敬寺<sup>〔5〕</sup>，召皓云：“卿弟昉善画，朕欲宣画章敬寺神，卿特言之。”经数月，果召之，昉乃下手。落笔之际，都入竞观，寺抵园门，贤愚毕至。或有言其妙者，或有指其瑕者，随意改定。经月有余，是非语绝，无不叹其精妙，为当时第一。又郭令公<sup>〔6〕</sup>婿赵纵侍郎尝令韩幹<sup>〔7〕</sup>写真，众称其善；后又请周昉长史写之。二人皆有能名，令公尝列二真置于坐侧，未能定其优劣。因赵夫人归省，令公问云：“此画何人？”对曰：“赵郎也。”又云：“何者最似？”对曰：“两画皆似，后画尤佳。”又云：“何以言之？”云：“前画者空得赵郎状貌；后画者兼移其神气，得赵郎情性笑言之姿。”令公问曰：“后画者何人？”乃云：“长史周昉。”<sup>〔8〕</sup>是日遂定二画之优劣，令送锦彩数百段与之。今上都有画《水月观自在菩萨》，时人又云：大云寺<sup>〔9〕</sup>佛殿前《行道僧》、广福寺<sup>〔10〕</sup>佛殿前面两神，皆殊绝当代。昉任宣州别驾，于禅定寺<sup>〔11〕</sup>画《北方天王》，尝于梦中见其形像。
loc_0026,大云寺,Temple,长安大云寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品中一人 物理页面 第 6 页,骑射，随哥舒翰征吐番<sup>〔3〕</sup>，取名堡城，以功为执金吾<sup>〔4〕</sup>。时属德宗修章敬寺<sup>〔5〕</sup>，召皓云：“卿弟昉善画，朕欲宣画章敬寺神，卿特言之。”经数月，果召之，昉乃下手。落笔之际，都入竞观，寺抵园门，贤愚毕至。或有言其妙者，或有指其瑕者，随意改定。经月有余，是非语绝，无不叹其精妙，为当时第一。又郭令公<sup>〔6〕</sup>婿赵纵侍郎尝令韩幹<sup>〔7〕</sup>写真，众称其善；后又请周昉长史写之。二人皆有能名，令公尝列二真置于坐侧，未能定其优劣。因赵夫人归省，令公问云：“此画何人？”对曰：“赵郎也。”又云：“何者最似？”对曰：“两画皆似，后画尤佳。”又云：“何以言之？”云：“前画者空得赵郎状貌；后画者兼移其神气，得赵郎情性笑言之姿。”令公问曰：“后画者何人？”乃云：“长史周昉。”<sup>〔8〕</sup>是日遂定二画之优劣，令送锦彩数百段与之。今上都有画《水月观自在菩萨》，时人又云：大云寺<sup>〔9〕</sup>佛殿前《行道僧》、广福寺<sup>〔10〕</sup>佛殿前面两神，皆殊绝当代。昉任宣州别驾，于禅定寺<sup>〔11〕</sup>画《北方天王》，尝于梦中见其形像。
loc_0027,广福寺,Temple,长安广福寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品中一人 物理页面 第 6 页,骑射，随哥舒翰征吐番<sup>〔3〕</sup>，取名堡城，以功为执金吾<sup>〔4〕</sup>。时属德宗修章敬寺<sup>〔5〕</sup>，召皓云：“卿弟昉善画，朕欲宣画章敬寺神，卿特言之。”经数月，果召之，昉乃下手。落笔之际，都入竞观，寺抵园门，贤愚毕至。或有言其妙者，或有指其瑕者，随意改定。经月有余，是非语绝，无不叹其精妙，为当时第一。又郭令公<sup>〔6〕</sup>婿赵纵侍郎尝令韩幹<sup>〔7〕</sup>写真，众称其善；后又请周昉长史写之。二人皆有能名，令公尝列二真置于坐侧，未能定其优劣。因赵夫人归省，令公问云：“此画何人？”对曰：“赵郎也。”又云：“何者最似？”对曰：“两画皆似，后画尤佳。”又云：“何以言之？”云：“前画者空得赵郎状貌；后画者兼移其神气，得赵郎情性笑言之姿。”令公问曰：“后画者何人？”乃云：“长史周昉。”<sup>〔8〕</sup>是日遂定二画之优劣，令送锦彩数百段与之。今上都有画《水月观自在菩萨》，时人又云：大云寺<sup>〔9〕</sup>佛殿前《行道僧》、广福寺<sup>〔10〕</sup>佛殿前面两神，皆殊绝当代。昉任宣州别驾，于禅定寺<sup>〔11〕</sup>画《北方天王》，尝于梦中见其形像。
loc_0028,宣州,Admin_Region,宣城郡,今安徽宣城,,《唐朝名画录》,神品中一人 物理页面 第 6 页,骑射，随哥舒翰征吐番<sup>〔3〕</sup>，取名堡城，以功为执金吾<sup>〔4〕</sup>。时属德宗修章敬寺<sup>〔5〕</sup>，召皓云：“卿弟昉善画，朕欲宣画章敬寺神，卿特言之。”经数月，果召之，昉乃下手。落笔之际，都入竞观，寺抵园门，贤愚毕至。或有言其妙者，或有指其瑕者，随意改定。经月有余，是非语绝，无不叹其精妙，为当时第一。又郭令公<sup>〔6〕</sup>婿赵纵侍郎尝令韩幹<sup>〔7〕</sup>写真，众称其善；后又请周昉长史写之。二人皆有能名，令公尝列二真置于坐侧，未能定其优劣。因赵夫人归省，令公问云：“此画何人？”对曰：“赵郎也。”又云：“何者最似？”对曰：“两画皆似，后画尤佳。”又云：“何以言之？”云：“前画者空得赵郎状貌；后画者兼移其神气，得赵郎情性笑言之姿。”令公问曰：“后画者何人？”乃云：“长史周昉。”<sup>〔8〕</sup>是日遂定二画之优劣，令送锦彩数百段与之。今上都有画《水月观自在菩萨》，时人又云：大云寺<sup>〔9〕</sup>佛殿前《行道僧》、广福寺<sup>〔10〕</sup>佛殿前面两神，皆殊绝当代。昉任宣州别驾，于禅定寺<sup>〔11〕</sup>画《北方天王》，尝于梦中见其形像。
loc_0029,禅定寺,Temple,,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品中一人 物理页面 第 6 页,骑射，随哥舒翰征吐番<sup>〔3〕</sup>，取名堡城，以功为执金吾<sup>〔4〕</sup>。时属德宗修章敬寺<sup>〔5〕</sup>，召皓云：“卿弟昉善画，朕欲宣画章敬寺神，卿特言之。”经数月，果召之，昉乃下手。落笔之际，都入竞观，寺抵园门，贤愚毕至。或有言其妙者，或有指其瑕者，随意改定。经月有余，是非语绝，无不叹其精妙，为当时第一。又郭令公<sup>〔6〕</sup>婿赵纵侍郎尝令韩幹<sup>〔7〕</sup>写真，众称其善；后又请周昉长史写之。二人皆有能名，令公尝列二真置于坐侧，未能定其优劣。因赵夫人归省，令公问云：“此画何人？”对曰：“赵郎也。”又云：“何者最似？”对曰：“两画皆似，后画尤佳。”又云：“何以言之？”云：“前画者空得赵郎状貌；后画者兼移其神气，得赵郎情性笑言之姿。”令公问曰：“后画者何人？”乃云：“长史周昉。”<sup>〔8〕</sup>是日遂定二画之优劣，令送锦彩数百段与之。今上都有画《水月观自在菩萨》，时人又云：大云寺<sup>〔9〕</sup>佛殿前《行道僧》、广福寺<sup>〔10〕</sup>佛殿前面两神，皆殊绝当代。昉任宣州别驾，于禅定寺<sup>〔11〕</sup>画《北方天王》，尝于梦中见其形像。
loc_0030,新罗国,Foreign_Region,鸡林州,今朝鲜半岛,"37.0000, 127.0000",《唐朝名画录》,神品中一人 物理页面 第 7 页,又画士女，为古今冠绝。又画《浑侍中宴会图》、《刘宣按武图》、《独孤妃按曲图》粉本；又画《仲尼问礼图》、《降真图》、《五星图》、《扑蝶图》，兼写诸真，及《文宣王十弟子》卷轴等至多。贞元末新罗<sup>〔12〕</sup>国有人于江淮以善价收市数十卷，持住彼国。其画佛像、真仙、人物、士女、皆神品也；☐鞍马、鸟兽、草木、林石，不穷其状。
loc_0031,江淮,Admin_Region,江南道; 淮南道,江苏省、安徽省长江与淮河之间区域,"32.5000, 118.0000",《唐朝名画录》,神品中一人 物理页面 第 7 页,又画士女，为古今冠绝。又画《浑侍中宴会图》、《刘宣按武图》、《独孤妃按曲图》粉本；又画《仲尼问礼图》、《降真图》、《五星图》、《扑蝶图》，兼写诸真，及《文宣王十弟子》卷轴等至多。贞元末新罗<sup>〔12〕</sup>国有人于江淮以善价收市数十卷，持住彼国。其画佛像、真仙、人物、士女、皆神品也；☐鞍马、鸟兽、草木、林石，不穷其状。
loc_0032,吴郡,Admin_Region,苏州,江苏省苏州市,"31.2989, 120.5853",《唐朝名画录》,序 物理页面 第 2 页,"且《萧史》、《木雁》、《风俗》、《洛神》<sup>〔4〕</sup>等图画,尚在人间,可见之矣。近代画者,但工一物,以擅其名,斯即幸矣。惟吴道子<sup>〔5〕</sup>天纵其能,独步当世,可齐踪于陆、顾<sup>〔6〕</sup>;又周昉<sup>〔7〕</sup>次焉。其余作者一百二十四人,直以能画定其品格,不计其冠冕贤愚;然于品格之中,略序其事,后之至鉴者,可以诋诃,其理为不谬矣。伏闻古人云:“画者圣也。”盖以穷天地之不至,显日月之不照。挥纤毫之笔,则万类由心;展方寸之能,而千里在掌。至于移神定质,轻墨落素,有象因之以立,无形因之以生。其丽也,西子<sup>〔8〕</sup>不能掩其妍;其正也,嫫母<sup>〔9〕</sup>不能易其丑。故台阁标功臣之烈<sup>〔10〕</sup>,宫殿彰贞节之名<sup>〔11〕</sup>,妙将入神,灵则通圣,岂止开厨而或失<sup>〔12〕</sup>,挂壁则飞去<sup>〔13〕</sup>而已哉!此《画录》<sup>〔14〕</sup>之所以作也。吴郡朱景玄<sup>〔15〕</sup>撰。"
loc_0033,玄都观,Temple,长安玄都观,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 8 页,太宗朝官至刑部侍郎，位居宰相。与兄立德<sup>〔2〕</sup>齐名于当世，尝奉诏写太宗御容。后有佳手传写于玄都观<sup>〔3〕</sup>东壁前间，以镇九岗<sup>〔4〕</sup>之气，犹可仰神武之英威也。
loc_0034,玄都观（子空间: 东壁前间）,Building_Space,长安玄都观,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 8 页,太宗朝官至刑部侍郎，位居宰相。与兄立德<sup>〔2〕</sup>齐名于当世，尝奉诏写太宗御容。后有佳手传写于玄都观<sup>〔3〕</sup>东壁前间，以镇九岗<sup>〔4〕</sup>之气，犹可仰神武之英威也。
