"Source_File","icon_id","name","parent_id","visual_elements","source_book","source.chapter","originalsource_sentence","associated_works","associated_creators","source_evidence","originalsource","work_title","artist_name","parent_name","source_chapter","original_source_sentence","related_works","subject_term","category","creator_name"
"历代名画记_M1.3_图像志题材分类.csv","icon_ce4dd39c","{""zh"": ""杂画""}","icon_root","[""器物"", ""百戏""]","《历代名画记》","卷十 唐朝下","当时还有严杲、杨德本二人，都是吴地人，善画杂画。","“书”; “张果”; “鲲”; 七命图; 三宝感通记; 上党十九瑞图; 世说; 东周列国志; 临轩图; 会献; 会献图; 传国玺图; 八骏图; 六番图; 凌烟; 凌烟图; 勍敌; 北风诗; 区宇图; 千字文; 卤簿图; 可拟; 吴中溪山邑居图; 吴楚夜踏歌图; 器物样; 器物样外国兽; 国史; 地形图; 地形方丈图; 声妓乐器图; 外国图; 外国宝树; 外国宝树图; 大山图; 天下山川; 婆罗门图; 孝经图; 安期先生图; 安禄山图; 宝积经变; 尔雅图; 尤佳; 嵇中散诗图; 嵇轻车诗; 嵇阮十九首诗图; 师阎立本; 庄集; 庐山会; 庐山会图; 弋猎图; 弘农田家图; 彩笺诗集; 徐令; 御临轩图; 御像职贡; 御览; 忠孝图; 忠孝图传赞; 捣练图; 斗将; 日月交会图; 易; 服乘箴图; 本草图; 本草训戒图; 楚令尹泣岐蛇图; 正声伎图; 毛诗北风图; 水府图; 永徽朝臣图; 汾阴醮鼎图; 泰始名臣图; 濠梁图; 灵嘉寺塔样; 灵秀本草图; 琴帖序; 琴赋图; 田家十月图; 画琴帖序; 白泽图; 白马寺宝台样; 祥瑞图; 秋兴图; 符瑞图; 绝多; 续晋阳秋; 职贡图; 苍梧图; 荣启期; 萧史图; 董威辇诗图; 蜀都赋图; 褚渊衣架图; 西域图; 西域记图; 诗·黍离图; 诗经·黍离图; 诸卤簿图; 象布色; 越中风俗图; 迹甚佳; 酒德颂图; 金谷; 金谷图; 阮湘图; 陈思王诗意图; 非止艺行; 魏晋名臣画赞; 鹅图; 黄帝升仙图; 齐武临轩对武骑","刘斌; 刘系宗; 卫协; 史敬文; 史道硕; 宗炳; 康昕; 张墨; 张衡; 张諲; 张遵礼; 戴逵; 曹仲达; 曹元廓; 李林甫; 杨庭光; 沈标; 王仲舒; 王定; 王微; 王象; 萧放; 萧绎; 董伯仁; 袁倩; 裴秀; 谈皎; 谢庄; 谢稚; 谢约; 郑审; 阎立德; 陆探微; 陆整; 陆杲; 陈闳; 顾宝光; 顾恺之; 顾骏之","","","","","","","","","","",""
"历代名画记_M1.3_图像志题材分类.csv","icon_5816d312","{""zh"": ""风俗""}","icon_root","[""衣食"", ""农具"", ""市井""]","《历代名画记》","卷四 后汉","张衡，字平子，南阳西鄂人。高才过人，性巧，明天象，善画。累拜侍中，出为河间王相。年六十二。昔建州浦城县山有兽，名“骇神”，豕身人首，状貌丑恶，百鬼恶之，好出水边石上。平子往写之，兽入潭中不出。或云：“此兽畏人画，故不出也，可去纸笔。”兽果出，平子拱手不动，潜以足指画兽。今号为“巴兽潭”。见郭氏《异物志》。彦远按：《三齐记》云：“昔秦始皇见海神，使左右巧者以足画之。”又按：应劭《风俗通》云：“公输班见水上蟸形，以足画之。”巧者非止于手，运思脚亦应乎心也。","","","","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_chanque","蝉雀","花鸟","[""蝉"", ""雀""]","","","","","","谨细，则逾往烈。始变古体，创为今范。赋彩制形，皆有新意。扇画蝉雀，自景秀始也。宋大明中，莫敢与竞。在第二品，陆绥上。(""历代; 如庖牺的初画八卦，史籀的初创书法一样的有价值。………………取蝉雀来作画，这是骏之（译者按：应改为景秀）开始的，在宋大明年间，","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_dragon","龙","神怪","[""龙"", ""青谿赤龙""]","","","","","","应时蓄水成霧，大雨經旬。故事所云，固然不足信，但可說明不兴画龙是非常有名的。 又曹不兴，有作曹弗兴。（可参看“建業实录”、; “燕人送荆轲图”等并传于代。裴孝源“贞观公私画史”记其在江陵龙兴寺、剡中本纪寺皆有壁画。 〔3〕 **五代** ——年代不","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_spirits","神鬼","人物","[""神"", ""鬼""]","","","","","","也极妙,至于定质,愧然<sup>〔3〕</sup>未尽其善。神鬼及马,泥滞于射,颇有拙也<sup>〔4〕</sup>。 〔1; v>  他的绘画，显示出有逸宕之才，笔锋多变，表现灵巧，所画神鬼一类，十分绝妙。正是雅俗共赏，卓绝非凡，往往有出人意料之妙。","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_demons","魑魁","人物","[""魑魁""]","","","","","",">〔2〕</sup>,巧变锋出<sup>〔3〕</sup>。魑魁神鬼，皆能绝妙。固流眞为<sup>〔4〕</sup>，雅郑<","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_horse","马","走兽","[""马"", ""白马""]","","","","","","按照文句来看,当以“泥滞于时”为妥。据“南齐史”称,“惠远画马第一”,则“泥滞于时”,其意即是惠远所画“神鬼及马”,其表现; 格意匠,其画师法于顾恺之。有“刀戟图”、“中朝名士图”、“白马图”、“骑马变势图”、“叶公好龙图”等并传于代。 〔2〕 *","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_people_and_horses","人马","人物","[""人"", ""马""]","","","","","","代名画记”引孙畅“述画记”云,“道硕兄弟四人,并善画。道硕工人马及鹅。”与王微同师法荀勗与卫协,却胜于王微。“历代名画记”并","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_sages","贤圣","人物","[""贤"", ""圣""]","","","","","","“历代名画记”、“画史”及“图绘宝鉴”等书。） 〔2〕 **贤圣** —— “历代名画记”所引,作“圣贤”,以此为宜。 〔3; 逵  </div>  他的绘画，情韵连绵，风趣也很巧拔。善画贤圣图像。为一切画工的典范。荀勗、卫协之后，实为画界的领袖。其子","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_ladies","妇人","人物","[""妇人"", ""后妃"", ""仕女""]","","","","","","1〕 **毛惠远** ——南齐时荥阳阳武人。善画马。与刘琪画妇人，并当代第一。其所作“醉客图”,据张彦远所评,笔迹之外,颇有; ** ——南朝宋时人。师法陆探微,兼工仕女,张彦远评其所画“妇人,特为古拙”。谓其有“豫章王宴宾图”、“博弈图”、“声伎图”","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_sparrows_rats","雀鼠","走兽","[""雀"", ""鼠""]","","","","","","v>  善于传写,不闲其思<sup>〔2〕</sup>。至于雀鼠,笔迹历落<sup>〔3〕</sup>,往往出群,时人为之语","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_portrait","象人","人物","[""人物"", ""写真""]","","","","","","要时期,故后人均署谢为“南齐人”,又照姚最之評語来看,谢赫在人物画上的造詣,是谢在南齐时（中兴前）的成就,故姚在評語的結尾即; 卷軸,故为宝也。 〔1〕 **陆绥** ——为陆探微之子。画人物、佛像,得其父传授,为时人所重。其弟弘肃亦擅人物。  ---","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_buddhist","佛像","宗教","[""佛"", ""无量寿佛""]","","","","","","工书画。更能铸佛像及雕刻。“宋书”戴顒传中述及,“自汉世始有佛像,形制未工,逵特善其事”,可知其在宗教美术方面,颇多独创。; 二五年）。最善长画佛像。“历代名画记”引“蔡谟集”云：“帝画佛于乐贤堂,经历寇乱,而堂独存。”唐张彦远亲见晋明帝所作“毛诗","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_landscape","山水","山水","[""山"", ""水"", ""林泉""]","","","","","","的“位置”是“经营”的，是随画家苦心组织和布置的，所以中国的山水画，便不受焦点透视的局限，能够机动的、巧妙的运用透视，因而就; 戴顒字仲若,善鼓琴,且精于雕像。其兄勃,亦有父风。擅画人物、山水。“宋书”中载：“宋世子铸丈六铜佛像于瓦棺寺,既成,而恨面瘦","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_geese","鹅","花鸟","[""鹅""]","","","","","","却胜于王微。“历代名画记”并载其有“古贤图”、“金谷图”、“鹅图”、“牛图”、“七贤图”、“八骏图”、“嵇中散诗图”、“燕; 记”引孙畅“述画记”云,“道硕兄弟四人,并善画。道硕工人马及鹅。”与王微同师法荀勗与卫协,却胜于王微。“历代名画记”并载其","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_ox","牛","走兽","[""牛""]","","","","","","。“历代名画记”并载其有“古贤图”、“金谷图”、“鹅图”、“牛图”、“七贤图”、“八骏图”、“嵇中散诗图”、“燕人送荆轲图","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_scholars","高士","人物","[""名士"", ""隐士"", ""七贤""]","","","","","","迹之外,颇有风格意匠,其画师法于顾恺之。有“刀戟图”、“中朝名士图”、“白马图”、“骑马变势图”、“叶公好龙图”等并传于代。; 画记”并载其有“古贤图”、“金谷图”、“鹅图”、“牛图”、“七贤图”、“八骏图”、“嵇中散诗图”、“燕人送荆轲图”等并传于代","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_daoyi","捣衣","风俗","[""捣衣"", ""妇女""]","","","","","","人。少聪慧,多才艺,饮酒至数斗。与毛惠远齐名。擅画妇女,有“捣衣图”、“吴中行舟图”等传于代。（可参看“齐书”本传、“历代名","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_genre_gaming","博弈","风俗","[""博弈"", ""围棋""]","","","","","","张彦远评其所画“妇人,特为古拙”。谓其有“豫章王宴宾图”、“博弈图”、“声伎图”等作品传于世。又“历代名画记”将“袁蒨”的“","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_vimalakirti","维摩诘","佛像","[""维摩诘""]","","","","","","书”中谓：“俗传恺之有三绝,才超、画绝、痴绝”。曾于瓦棺寺画维摩诘像,博得观众称赞。现存“女史箴图”,传即为顾之手笔。其画论著","","","","","","","","","",""
"古画品录_M1.3_图像志题材分类（古画品录）.csv","icon_confucius","孔子","圣贤","[""孔子"", ""弟子""]","","","","","","”中载,“廙画为晋明帝师,书为右军法。时右军亦学画于廙,廙画孔子十弟子”以示,并作赞于此图。其详可参阅“历代名画记”。  <","","","","","","","","","",""
"后画录_M1.3_图像志题材分类（后画录）.csv","icon_houhualu_root","后画录题材（总类）","","[]","《后画录·彦悰》.md","后画录","","","","","# 后画录","","","","","","","","",""
"后画录_M1.3_图像志题材分类（后画录）.csv","icon_people","人物","后画录题材（总类）","[""子女"",""妇人"",""衣服"",""形制""]","《后画录·彦悰》.md","隋孙尚孜","","","","","师模顾、陆，骨气有余。至于鬼神，性多偏擅；妇人亦有风态。","","","","","","","","",""
"后画录_M1.3_图像志题材分类（后画录）.csv","icon_women","妇人","人物","[""妇人"",""风态""]","《后画录·彦悰》.md","隋孙尚孜","","","","","师模顾、陆，骨气有余。至于鬼神，性多偏擅；妇人亦有风态。","","","","","","","","",""
"后画录_M1.3_图像志题材分类（后画录）.csv","icon_people_horse","人马","人物","[""人马""]","《后画录·彦悰》.md","宋展子虔作","","","","","触物为情，备该绝妙。尤善楼阁，人马亦长。远近山川，咫尺千里。","","","","","","","","",""
"后画录_M1.3_图像志题材分类（后画录）.csv","icon_animals","动物","后画录题材（总类）","[""龙兽"",""异兽"",""奇禽"",""鸟雀""]","《后画录·彦悰》.md","【页码：二】","","","","","北齐之最。唯公有图，善写龙兽，能致风云。","","","","","","","","",""
"后画录_M1.3_图像志题材分类（后画录）.csv","icon_dragon_beast","龙兽","动物","[""龙"",""兽"",""风云""]","《后画录·彦悰》.md","【页码：二】","","","","","北齐之最。唯公有图，善写龙兽，能致风云。","","","","","","","","",""
"后画录_M1.3_图像志题材分类（后画录）.csv","icon_birds","鸟雀","动物","[""鸟"",""雀""]","《后画录·彦悰》.md","唐刘褒","","","","","点画不多，殆及枢要。鸟雀其变，诚为酷似。","","","","","","","","",""
"后画录_M1.3_图像志题材分类（后画录）.csv","icon_exotic_animals","异兽奇禽","动物","[""异兽"",""奇禽""]","《后画录·彦悰》.md","唐振威校尉唐萨陀","","","","","无闻伏膺，灵心自悟。如初花晚叶，变态多端。异兽奇禽，千形万品。","","","","","","","","",""
"后画录_M1.3_图像志题材分类（后画录）.csv","icon_supernatural","鬼神","后画录题材（总类）","[""鬼神"",""奇形异貌""]","《后画录·彦悰》.md","隋孙尚孜","","","","","师模顾、陆，骨气有余。至于鬼神，性多偏擅；妇人亦有风态。","","","","","","","","",""
