"Source_File","period_id","name","time_range","dynastic_info","source_book","source.chapter","originalsource_sentence","source_chapter","original_source_sentence","originalsource"
"历代名画记_M1.1_时序本体.csv","period_liang_houjing","梁（侯景之乱）","{""start"": 548, ""end"": 552}","梁","《历代名画记》","卷一·叙画之兴废","侯景之乱，太子纲数梦秦皇更欲焚天下书，既而内府图画数百函，果为景所焚也。","","",""
"历代名画记_M1.1_时序本体.csv","period_liang_yuandi","梁元帝","{""start"": 552, ""end"": 554}","梁","《历代名画记》","卷一·叙画之兴废","元帝雅有才艺，自善丹青，古之珍奇，充牣内府。","","",""
"历代名画记_M1.1_时序本体.csv","period_chen_tianjia","陈天嘉","{""start"": 560, ""end"": 566}","陈","《历代名画记》","卷一·叙画之兴废","陈天嘉中，陈主肆意搜求，所得不少。","","",""
"历代名画记_M1.1_时序本体.csv","period_zhou_jiande","武帝建德","{""start"": 572, ""end"": 578}","北周","《历代名画记》","卷二·叙师资传授南北时代","自武帝建德中裁为四脚也。","","",""
"历代名画记_M1.1_时序本体.csv","period_macro_modern","近代","{""start"": 581, ""end"": 713}","隋及国初","《历代名画记》","卷二·论名价品第","隋及国初为近代之价，则董伯仁、展子虔、孙尚子、郑法士、杨契丹、陈善见、已上六人隋。张孝师、范长寿、尉迟乙僧、王知慎、阎立德、阎立本、已上六人唐朝。之流是也。","","",""
"历代名画记_M1.1_时序本体.csv","period_sui_kaihuang_1","开皇","{""start"": 581, ""end"": 600}","隋","《历代名画记》","卷三·叙自古跋尾押署","开皇年月日。内史薛道衡署名跋尾。","","",""
"历代名画记_M1.1_时序本体.csv","period_sui_pingchen","隋平陈","{""start"": 588, ""end"": 589}","隋","《历代名画记》","卷一·叙画之兴废","及隋平陈，命元帅记室参军裴矩、高颎收之，得八百余卷。","","",""
"历代名画记_M1.1_时序本体.csv","period_sui_yangdi","隋炀帝","{""start"": 604, ""end"": 618}","隋","《历代名画记》","卷一·叙画之兴废","炀帝东幸扬州，尽将随驾，中道船覆，大半沦弃。","","",""
"历代名画记_M1.1_时序本体.csv","period_sui_daye","大业","{""start"": 605, ""end"": 618}","隋","《历代名画记》","卷三·叙自古跋尾押署","大业年月日。奉敕装。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_wude","圣唐武德","{""start"": 618, ""end"": 626}","唐","《历代名画记》","卷一·叙画之兴废","圣唐武德五年，克平僭逆，擒二伪主，两都秘藏之迹，维扬扈从之珍，归我国家焉。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_taizong","太宗皇帝","{""start"": 626, ""end"": 649}","唐","《历代名画记》","卷一·叙画之兴废","太宗皇帝特所耽玩，更于人间购求。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_zhenguan","贞观","{""start"": 627, ""end"": 649}","唐","《历代名画记》","卷二·论鉴识、收藏、购求、阅玩","贞观、开元之代，自古盛时。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_tianhou","天后朝","{""start"": 690, ""end"": 705}","唐","《历代名画记》","卷一·叙画之兴废","天后朝，张易之奏召天下画工，修内库图画。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_kaiyuan","开元","{""start"": 713, ""end"": 741}","唐","《历代名画记》","卷二·论鉴识、收藏、购求、阅玩","开元十年十二月，太子中允张悱充知搜访书画使。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_tianbao","天宝","{""start"": 742, ""end"": 756}","唐","《历代名画记》","卷二·论鉴识、收藏、购求、阅玩","天宝中，徐浩充采访图画使，前后不可具载名代也。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_anlushan","禄山之乱","{""start"": 755, ""end"": 763}","唐","《历代名画记》","卷一·叙画之兴废","禄山之乱，耗散颇多。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_suzong","肃宗","{""start"": 756, ""end"": 762}","唐","《历代名画记》","卷一·叙画之兴废","肃宗不甚保持，颁之贵戚，贵戚不好，鬻于不肖之手。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_zhide","至德","{""start"": 756, ""end"": 758}","唐","《历代名画记》","卷二·论鉴识、收藏、购求、阅玩","至德中白身受金吾长史，改名“详”。","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_dezhong","德宗","{""start"": 779, ""end"": 805}","唐","《历代名画记》","卷一·叙画之兴废","及德宗艰难之后，又经散失，甚可痛也！","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_jianzhong","建中","{""start"": 780, ""end"": 783}","唐","《历代名画记》","卷二·论鉴识、收藏、购求、阅玩","建中四年，徐浩侍郎自云昏耄，奏男璹...","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_zhenyuan","贞元","{""start"": 785, ""end"": 805}","唐","《历代名画记》","卷二·论鉴识、收藏、购求、阅玩","贞元初，有卖书画人孙方颙与余家买得真迹不少...","","",""
"历代名画记_M1.1_时序本体.csv","period_tang_taihe","太和","{""start"": 827, ""end"": 835}","唐","《历代名画记》","卷一·叙画之兴废","太和末，为乱兵所坏，其“萧”字本末，具余所撰《法书要录》中。","","",""
"古画品录_M1.1_时序本体_古画品录.csv","period_wei_jin","五代晋时","{""start"": 220, ""end"": 420}","魏晋","《古画品录》","","","第一品 卫协","五代 晋时",""
"古画品录_M1.1_时序本体_古画品录.csv","period_wu_huangwu","黄武间","{""start"": 222, ""end"": 226}","三国·吴·孙权","《古画品录》","","","第一品 曹不兴","于黃武間(公元二二〇年至二二六年)享有很大的声誉。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_wu_sunquan","五代吴时","{""start"": 222, ""end"": 252}","三国·吴·孙权","《古画品录》","","","第一品 曹不兴","五代吴时事孙权",""
"古画品录_M1.1_时序本体_古画品录.csv","period_western_jin","西晋时","{""start"": 265, ""end"": 316}","西晋","《古画品录》","","","第一品 张墨","張墨——西晋时人",""
"古画品录_M1.1_时序本体_古画品录.csv","period_jin_daikui","晋时","{""start"": 265, ""end"": 420}","晋","《古画品录》","","","第四品 史道硕 | 第三品 夏瞻 | 第三品 戴逵","晋时人 | 晋时谯郡銍人。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_jin_taikang","晋太康","{""start"": 280, ""end"": 289}","西晋·武帝","《古画品录》","","","第五品 刘绍祖","官至晋太康太守。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_eastern_jin","东晋时","{""start"": 317, ""end"": 420}","东晋","《古画品录》","","","第一品 荀勗","荀勗——东晋时潁川人。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_jin_yuandi","元帝时","{""start"": 317, ""end"": 323}","东晋·元帝","《古画品录》","","","第五品 晋明帝","元帝时为左卫将军",""
"古画品录_M1.1_时序本体_古画品录.csv","period_jin_mingdi","晋明帝","{""start"": 323, ""end"": 325}","东晋·明帝","《古画品录》","","","第五品 晋明帝","即东晋明帝",""
"古画品录_M1.1_时序本体_古画品录.csv","period_jin_xingning_yixi","兴宁至义熙间","{""start"": 363, ""end"": 418}","东晋","《古画品录》","","","第三品 顾恺之","活跃于东晋兴宁至义熙间。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_song_wu","南朝宋时","{""start"": 420, ""end"": 479}","南朝宋","《古画品录》","","","第三品 江僧宝 | 第五品 刘绍祖 | 第三品 吴暕 | 第三品 张则","江僧宝 ——南朝宋时人。 | 刘紹祖——南朝宋时人。 | 据“历代名画记”作南朝宋时人。 | 张则 ——南朝宋时人。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_song_wang","宋时","{""start"": 420, ""end"": 479}","南朝宋","《古画品录》","","","第四品 王微","宋时瑯琊（今山东）临沂人。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_song","宋世","{""start"": 420, ""end"": 479}","南朝宋","《古画品录》","","","第三品 戴逵","宋世子铸丈六铜佛像于瓦棺寺",""
"古画品录_M1.1_时序本体_古画品录.csv","period_song_mingdi","五代宋明帝","{""start"": 424, ""end"": 471}","南朝宋·明帝","《古画品录》","","","第一品 陆探微","事五代宋明帝",""
"古画品录_M1.1_时序本体_古画品录.csv","period_song_wendi","宋文帝时","{""start"": 424, ""end"": 453}","南朝宋·文帝","《古画品录》","","","第一品 曹不兴","傳宋文帝时，累月天旱",""
"古画品录_M1.1_时序本体_古画品录.csv","period_song_yuanjia","元嘉二十年","{""start"": 443, ""end"": 443}","南朝宋·文帝","《古画品录》","","","第六品 宋炳 | 第四品 王微","于元嘉二十年卒（与王微卒同年） | 卒于元嘉二十年（公元四四三年）",""
"古画品录_M1.1_时序本体_古画品录.csv","period_song_daming_gu","宋大明中","{""start"": 457, ""end"": 464}","南朝宋·孝武帝","《古画品录》","","","第四品 顾宝先 | 第二品 顾骏之","南朝宋大明中（公元四五七年至四六四年）为尚书水部郎。 | 宋大明中",""
"古画品录_M1.1_时序本体_古画品录.csv","period_song_daming","大明中","{""start"": 457, ""end"": 464}","南朝宋·孝武帝","《古画品录》","","","序","則谢赫之生年",""
"古画品录_M1.1_时序本体_古画品录.csv","period_southern_qi_jianyuan","建元","{""start"": 479, ""end"": 482}","南齐·高祖","《古画品录》","","","序","考南齐自高祖建元开始至和帝中兴二年，前后二十三年。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_southern_qi","南齐时","{""start"": 479, ""end"": 502}","南齐","《古画品录》","","","第五品 刘顼 | 第四品 蘧道愍 | 第三品 毛惠远 | 第六品 丁光","刘瑱字士温 | 蘧道愍 ——南齐时人。 | 毛惠远 ——南齐时荥阳阳武人。 | 丁光 ——南齐时人",""
"古画品录_M1.1_时序本体_古画品录.csv","period_southern_qi_yongming","永明中","{""start"": 483, ""end"": 493}","南齐·武帝","《古画品录》","","","序","此書之成，有人以为在南齐武帝永明中，实則此書之成，当在南梁武帝中大通四年（公元五三二年）至梁武帝太清三年（公元五四九年）間。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_southern_qi_zhongxing","中兴","{""start"": 501, ""end"": 502}","南齐·和帝","《古画品录》","","","序","又見姚最評語中，說谢赫“中兴以后，众人莫及”（“中兴”为南齐和帝的年号）等来看，足見谢赫南齐时人是毫無問題了。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_liang_lu","南朝梁时","{""start"": 502, ""end"": 557}","南梁","《古画品录》","","","第三品 陆杲","陆杲 ——南朝梁时吴郡人。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_southern_qi_zhongxing_02","中兴二年","{""start"": 502, ""end"": 502}","南齐·和帝","《古画品录》","","","序","“中兴”二年（公元五〇二年）至中大通四年（公元五三二年），中間相隔三十年。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_liang","梁时","{""start"": 502, ""end"": 557}","南梁","《古画品录》","","","第三品 江僧宝","“历代名画记”作梁时人。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_liang_zhongdatong_lu","中大通元年","{""start"": 529, ""end"": 529}","南梁·武帝","《古画品录》","","","序 | 第三品 陆杲","据（梁書）卷二十六所載，陆杲于“中大通元年加特进中正（領揚州）如故，四年卒，年七十四”。 | 初仕南齐",""
"古画品录_M1.1_时序本体_古画品录.csv","period_liang_zhongdatong","中大通","{""start"": 529, ""end"": 534}","南梁·武帝","《古画品录》","","","序","实則此書之成，当在南梁武帝中大通四年（公元五三二年）至梁武帝太清三年（公元五四九年）間。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_liang_zhongdatong_lu_death","中大通四年","{""start"": 532, ""end"": 532}","南梁·武帝","《古画品录》","","","序 | 第三品 陆杲","据（梁書）卷二十六所載，陆杲于“中大通元年加特进中正（領揚州）如故，四年卒，年七十四”。 | 于中大通四年（公元五三二年）卒。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_liang_taiqing","太清","{""start"": 547, ""end"": 549}","南梁·武帝","《古画品录》","","","序","实則此書之成，当在南梁武帝中大通四年（公元五三二年）至梁武帝太清三年（公元五四九年）間。",""
"古画品录_M1.1_时序本体_古画品录.csv","period_chen","陈朝","{""start"": 557, ""end"": 589}","南陈","《古画品录》","","","第三品 江僧宝","并有“陈朝年号”传于代。",""
"后画录_M1.1_时序本体（后画录）.csv","period_northern_qi","北齐","","政权断代","《后画录·彦悰》.md","北齐杨子华","","","","### 北齐杨子华"
"后画录_M1.1_时序本体（后画录）.csv","period_southern_qi","南齐","","政权断代","《后画录·彦悰》.md","南齐殿中将军董伯仁","","","","### 南齐殿中将军董伯仁"
"后画录_M1.1_时序本体（后画录）.csv","period_sui","隋","","政权断代","《后画录·彦悰》.md","隋孙尚孜","","","","### 隋孙尚孜"
"后画录_M1.1_时序本体（后画录）.csv","period_zhou","周","","政权断代","《后画录·彦悰》.md","周中大夫郑法士","","","","### 周中大夫郑法士"
"后画录_M1.1_时序本体（后画录）.csv","period_qi","齐（北齐）","","政权断代（原文作齐，据考证为北齐）","《后画录·彦悰》.md","齐周昙妍","","","","### 齐周昙妍"
"后画录_M1.1_时序本体（后画录）.csv","period_song","宋（刘宋）","","政权断代（原文作宋，指刘宋）","《后画录·彦悰》.md","宋展子虔作","","","","### 宋展子虔作"
"后画录_M1.1_时序本体（后画录）.csv","period_tang","唐","","政权断代","《后画录·彦悰》.md","唐司平太常伯阎立本","","","","### 唐司平太常伯阎立本"
"后画录_M1.1_时序本体（后画录）.csv","period_zhenguan_9","贞观九年","贞观九年春三月十有一日","成书时间戳（唐·贞观）","《后画录·彦悰》.md","序（页码：一）","","","","若兹之流，以俟来哲。时贞观九年春三月十有一日序。"
"后画录_M1.1_时序本体（后画录）.csv","period_tianbao","天宝年中","","年号锚点（唐·天宝）","《后画录·彦悰》.md","唐广陵曹参军李凑","","","","挥毫造化，动笔合真。子女衣服，万品千门。筋脉连带，形状奇绝。天宝年中，过之古人。"
"唐朝名画录_M1.1_时序本体.csv","period_0001","隋、梁以前","{""start"":0,""end"":618}","隋、梁以前；自国朝以来；前朝","《唐朝名画录》","序 物理页面 第 1 页","古今画品,论之者多矣。隋、梁以前,不可得而言。自国朝以来,惟李嗣真《画品录》<sup>〔1〕</sup>,空录人名,而不论其善恶,无品格高下,俾后之观者,何所考焉?景玄窃好斯艺,寻其踪迹,不见者不录;见者必书。推之至心,不愧拙目。以张怀瓘《画品断》<sup>〔2〕</sup>神、妙、能三品,定其等格,上、中、下又分为三;其格外有不拘常法,又有逸品,以表其优劣也。夫画者以人物居先,禽兽次之,山水次之,楼殿屋木次之。何者?前朝陆探微<sup>〔3〕</sup>屋木居第一,皆以人物禽兽,移生动质,变态不穷,凝神定照,固为难也。故陆探微画人物极其妙绝,至于山水草木,粗成而已。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0002","近代","{""start"":713,""end"":805}","近代；当世","《唐朝名画录》","序 物理页面 第 2 页","且《萧史》、《木雁》、《风俗》、《洛神》<sup>〔4〕</sup>等图画,尚在人间,可见之矣。近代画者,但工一物,以擅其名,斯即幸矣。惟吴道子<sup>〔5〕</sup>天纵其能,独步当世,可齐踪于陆、顾<sup>〔6〕</sup>;又周昉<sup>〔7〕</sup>次焉。其余作者一百二十四人,直以能画定其品格,不计其冠冕贤愚;然于品格之中,略序其事,后之至鉴者,可以诋诃,其理为不谬矣。伏闻古人云:“画者圣也。”盖以穷天地之不至,显日月之不照。挥纤毫之笔,则万类由心;展方寸之能,而千里在掌。至于移神定质,轻墨落素,有象因之以立,无形因之以生。其丽也,西子<sup>〔8〕</sup>不能掩其妍;其正也,嫫母<sup>〔9〕</sup>不能易其丑。故台阁标功臣之烈<sup>〔10〕</sup>,宫殿彰贞节之名<sup>〔11〕</sup>,妙将入神,灵则通圣,岂止开厨而或失<sup>〔12〕</sup>,挂壁则飞去<sup>〔13〕</sup>而已哉!此《画录》<sup>〔14〕</sup>之所以作也。吴郡朱景玄<sup>〔15〕</sup>撰。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0003","少孤贫","{""start"":713,""end"":741}","少孤贫；年未弱冠；开元中","《唐朝名画录》","神品上一人 物理页面 第 2 页","吴道玄字道子,东京阳翟<sup>〔1〕</sup>人也,少孤贫。天授之性,年未弱冠,穷丹青之妙。浪迹东洛,时明皇知其名,召入內供奉<sup>〔2〕</sup>。开元中驾幸东洛,吴生与裴旻<sup>〔3〕</sup>将军、张旭<sup>〔4〕</sup>长史相遇,各陈其能。时将军裴旻厚以金帛,召致道子,于东都天宫寺<sup>〔5〕</sup>,为其所亲,将施绘事。道子封还金帛,一无所授。谓旻曰:“闻裴将军旧矣,为舞剑一曲,足以当惠。观其壮气,可助挥毫。”旻因墨縗<sup>〔6〕</sup>为道子舞剑。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0004","俄顷","{""start"":742,""end"":756}","俄顷；一日之中；天宝中；一日而毕；累月方毕；数月之功；近代","《唐朝名画录》","神品上一人 物理页面 第 3 页","舞毕,奋笔俄顷而成,有若神助,尤为冠绝,道子亦亲为设色,其画在寺之西庑。又张旭长史亦书一壁,都邑士庶皆云:“一日之中,获睹三绝。”又画玄元庙五圣千官,宫殿冠冕,势倾云龙,心归造化,故杜员外诗云:“森罗回地轴,妙绝动宫墙。”<sup>〔7〕</sup>明皇天宝中忽思蜀道嘉陵江水,遂假吴生驛驷,令往写貌。及回日,帝问其状,奏曰:“臣无粉本,并记在心。”后宣令于大同殿壁图之,嘉陵江三百余里山水,一日而毕。时有李思训将军,山水擅名,帝亦宣于大同殿图,累月方毕。明皇云:“李思训数月之功,吴道子一日之迹,皆极其妙也。”<sup>〔8〕</sup>又画内殿五龙,其鳞甲飞动,每天欲雨,即生烟雾。吴生常持《金刚经》<sup>〔9〕</sup>自识本身。天宝中有杨庭光<sup>〔10〕</sup>与之齐名,遂潜写吴生真于讲席众人之中,引吴生观之,一见便惊,谓庭光曰:“老夫衰丑,何用图之?因斯叹服。凡画人物、佛像、神鬼、禽兽、山水、台殿、草木皆冠绝于世","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0005","元和初","{""start"":806,""end"":810}","元和初；年八十余；后代","《唐朝名画录》","神品上一人 物理页面 第 4 页","景玄元和初应举,住龙兴寺<sup>〔19〕</sup>,犹有尹老者年八十余,尝云:“吴生画兴善寺<sup>〔20〕</sup>中门内神圆光时,长安市肆老幼士庶竞至,观者如堵。其圆光立笔挥扫,势若风旋,人皆谓之神助。”又尝闻景云寺老僧传云:“吴生画此寺地狱变相时,京都屠沽渔☐之辈,见之而惧罪改业者,往往有之,率皆修善。”所画并为后代人规式也。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0006","经数月","{""start"":779,""end"":805}","经数月；经月有余；当代","《唐朝名画录》","神品中一人 物理页面 第 6 页","骑射，随哥舒翰征吐番<sup>〔3〕</sup>，取名堡城，以功为执金吾<sup>〔4〕</sup>。时属德宗修章敬寺<sup>〔5〕</sup>，召皓云：“卿弟昉善画，朕欲宣画章敬寺神，卿特言之。”经数月，果召之，昉乃下手。落笔之际，都入竞观，寺抵园门，贤愚毕至。或有言其妙者，或有指其瑕者，随意改定。经月有余，是非语绝，无不叹其精妙，为当时第一。又郭令公<sup>〔6〕</sup>婿赵纵侍郎尝令韩幹<sup>〔7〕</sup>写真，众称其善；后又请周昉长史写之。二人皆有能名，令公尝列二真置于坐侧，未能定其优劣。因赵夫人归省，令公问云：“此画何人？”对曰：“赵郎也。”又云：“何者最似？”对曰：“两画皆似，后画尤佳。”又云：“何以言之？”云：“前画者空得赵郎状貌；后画者兼移其神气，得赵郎情性笑言之姿。”令公问曰：“后画者何人？”乃云：“长史周昉。”<sup>〔8〕</sup>是日遂定二画之优劣，令送锦彩数百段与之。今上都有画《水月观自在菩萨》，时人又云：大云寺<sup>〔9〕</sup>佛殿前《行道僧》、广福寺<sup>〔10〕</sup>佛殿前面两神，皆殊绝当代。昉任宣州别驾，于禅定寺<sup>〔11〕</sup>画《北方天王》，尝于梦中见其形像。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0007","贞元末","{""start"":803,""end"":805}","贞元末","《唐朝名画录》","神品中一人 物理页面 第 7 页","又画士女，为古今冠绝。又画《浑侍中宴会图》、《刘宣按武图》、《独孤妃按曲图》粉本；又画《仲尼问礼图》、《降真图》、《五星图》、《扑蝶图》，兼写诸真，及《文宣王十弟子》卷轴等至多。贞元末新罗<sup>〔12〕</sup>国有人于江淮以善价收市数十卷，持住彼国。其画佛像、真仙、人物、士女、皆神品也；☐鞍马、鸟兽、草木、林石，不穷其状。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0008","当世","{""start"":626,""end"":649}","当世","《唐朝名画录》","神品下七人 物理页面 第 8 页","太宗朝官至刑部侍郎，位居宰相。与兄立德<sup>〔2〕</sup>齐名于当世，尝奉诏写太宗御容。后有佳手传写于玄都观<sup>〔3〕</sup>东壁前间，以镇九岗<sup>〔4〕</sup>之气，犹可仰神武之英威也。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0009","贞观初","{""start"":627,""end"":630}","贞观初","《唐朝名画录》","神品下七人 物理页面 第 9 页","吐火罗国人。贞观初其国王以丹青奇妙，荐之阙下；又云：其国尚有兄甲僧，未见其画踪也。乙僧今慈恩寺塔前功德，又凹凸花面中间千手眼太悲精妙之状，不可名焉；又光泽寺<sup>〔14〕</sup>七宝台后面画《降魔像》千怪万状，实奇踪也。凡画功德、人物、花鸟、皆是外国之物像，非中华之威仪。前辈云：“尉迟僧，阎立本之比也。”景玄尝以阎画外国之人，未尽其妙；尉迟画中华之像，抑亦未闻。由是评之，所攻各异，其故居神品也。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0010","开元中","{""start"":713,""end"":756}","开元中；天宝中","《唐朝名画录》","神品下七人 物理页面 第 10 页","开元中除卫将军，与其子李昭道中舍俱得山水之妙，时人号大李、小李<sup>〔15〕</sup>。思训格品高奇，山水绝妙；鸟兽、草木，皆穷其态。昭道虽图山水、鸟兽，甚多繁巧；智惠笔力不及思训。天宝中明皇召思训画大同殿壁，兼掩障<sup>〔16〕</sup>。异日因对，语思训云：“卿所画掩障，夜闻水声。”通神之佳手也，国朝山水第一。故思训神品，昭道妙上品也。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0011","天宝中","{""start"":742,""end"":756}","天宝中；开元后","《唐朝名画录》","神品下七人 物理页面 第 10 页","京兆人也，明皇天宝中召入供奉。上令师陈闳<sup>〔18〕</sup>画马，帝怪其不同，因诘之。奏云：“臣自有师，陛下内厩之马，皆臣之师也。”上甚异之。其后果能状飞黄之质，图喷玉<sup>〔19〕</sup>之奇；九方之职既精，伯乐之相乃备<sup>〔20〕</sup>。且古之画马，有《穆王八骏图》，后立本亦模写之，多见筋骨，皆擅一时，足为希代之珍。开元后四海清平，外国名马，重驿累至。然而沙碛之遥，蹄甲皆薄，明皇遂择其良者，与中国之骏同颁，尽写之。自后内厩有飞黄、照夜、浮云、五花之乘，奇毛异状，筋骨既圆，蹄甲皆厚。驾驭历险，若舆辇之安也；驰骤旋转；皆应《韶濩》<sup>〔21〕</sup>之节。是以陈闳貌之前，韩幹继之于后，写渥窪之状，若在水中，移腰☐<sup>〔22〕</sup>之形，出于图上，故韩幹居神品宜矣。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0012","当代","{""start"":713,""end"":805}","当代；春泽；秋色","《唐朝名画录》","神品下七人 物理页面 第 11 页","员外，衣冠文学；时之名流，画松石、山水，当代擅价。惟松树特出古今，能用笔法。尝以手握双管，一时齐下，一为生枝，一为枯枝。气傲烟霞，势凌风雨。槎枒之形，鳞皴之状，随意纵横，应手间出。生枝则润含春泽；枯枝则惨同秋色。其山水之状，则高低秀丽，咫尺重深，石尖欲落，泉喷如吼。其近也若逼人而寒，其远也若极天之尽。所画图障，人间至多。今宝应寺西院山水松石之壁，亦有题记。精巧之迹，可居神品也。","","",""
"唐朝名画录_M1.1_时序本体.csv","period_0013","开元","{""start"":713,""end"":756}","开元；天宝中","《唐朝名画录》","妙品上八人 物理页面 第 15 页","京兆人也，明皇时以画鞍马、异兽独擅其名。时人号称“韦画四足，无不妙也。”开元、天宝中，外国曾献狮子，既画毕，酷似其状。后狮子放归本国，惟画者在焉。凡展图观览，百兽见之，皆惊惧。又明皇射猎，一箭中两野猪，诏于玄武门<sup>〔2〕</sup>写之，传在人间，皆妙之极也。景玄按:以百兽之性，有雄毅逸群之骏，有驯狎顺人之良;爪距既殊，毛鬣各异。前辈或状其怒则张口，状其喜则垂头<sup>〔3〕</sup>，","","",""
