"Source_File","lit_id","target_ref","source_book","source.chapter","author_ref","quality_rank","originalsource_sentence","id","target","source","original_text","grade","entity_type","description","quote","source_chapter","original_source_sentence","person_id","target_name","type","evidence_file","evidence.chapter","target_name_cn","author_name_cn","target_type","literature_ref","evaluation_type"
"历代名画记_M3.2_文献著录与品评.csv","lit_9794481f","封膜","《历代名画记》","卷四 周","郭璞","","封膜，周时人，善画。见《穆天子传》。郭璞云：“姓封，名膜。”","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_2ae8f916","敬君","《历代名画记》","卷四 齐","张彦远","","敬君者，善画。齐王起九重台，召敬君画之。敬君久不得归，思其妻，乃画妻对之。齐王知其妻美，与钱百万，纳其妻。刘向《说苑》具载。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_017cb343","烈裔","《历代名画记》","卷四 秦","张彦远","","烈裔，謇涓国人。秦皇二年，本国献之。口含丹墨，喷壁成龙兽。以指历地，如绳界之。转手方圆，皆如规矩。度方寸内，五岳、四渎、列土备焉。善画鸾凤，轩轩然惟恐飞去。见王子年《拾遗录》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_c6c6241f","毛延寿","《历代名画记》","卷四 汉","张彦远","","毛延寿、杜陵人。陈敞、安陵人。刘白、新丰人。龚宽、洛阳人。阳望、下杜人。樊育，长安人。已上六人，并永光、建昭中画手。时元帝后宫既多，使图其状，每披图召见。诸宫人竞赂画工钱帛，独王嫱貌丽，意不苟求，工人遂为丑状。及匈奴求汉美女，上按图召昭君行，帝见昭君貌第一，甚悔之。而籍已定，乃穷其事，画工皆弃市，籍其家资，皆巨万。毛延寿画人，老少美恶，皆得其真。陈敞、刘白、龚宽并工牛马，但人物不及延寿。阳望、樊育亦善画，尤善布色。见葛洪《西京杂记》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_742f9630","樊育","《历代名画记》","卷四 汉","张彦远","","毛延寿、杜陵人。陈敞、安陵人。刘白、新丰人。龚宽、洛阳人。阳望、下杜人。樊育，长安人。已上六人，并永光、建昭中画手。时元帝后宫既多，使图其状，每披图召见。诸宫人竞赂画工钱帛，独王嫱貌丽，意不苟求，工人遂为丑状。及匈奴求汉美女，上按图召昭君行，帝见昭君貌第一，甚悔之。而籍已定，乃穷其事，画工皆弃市，籍其家资，皆巨万。毛延寿画人，老少美恶，皆得其真。陈敞、刘白、龚宽并工牛马，但人物不及延寿。阳望、樊育亦善画，尤善布色。见葛洪《西京杂记》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_fe6c0703","龚宽","《历代名画记》","卷四 汉","张彦远","","毛延寿、杜陵人。陈敞、安陵人。刘白、新丰人。龚宽、洛阳人。阳望、下杜人。樊育，长安人。已上六人，并永光、建昭中画手。时元帝后宫既多，使图其状，每披图召见。诸宫人竞赂画工钱帛，独王嫱貌丽，意不苟求，工人遂为丑状。及匈奴求汉美女，上按图召昭君行，帝见昭君貌第一，甚悔之。而籍已定，乃穷其事，画工皆弃市，籍其家资，皆巨万。毛延寿画人，老少美恶，皆得其真。陈敞、刘白、龚宽并工牛马，但人物不及延寿。阳望、樊育亦善画，尤善布色。见葛洪《西京杂记》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_b7cd1d37","刘白","《历代名画记》","卷四 汉","张彦远","","毛延寿、杜陵人。陈敞、安陵人。刘白、新丰人。龚宽、洛阳人。阳望、下杜人。樊育，长安人。已上六人，并永光、建昭中画手。时元帝后宫既多，使图其状，每披图召见。诸宫人竞赂画工钱帛，独王嫱貌丽，意不苟求，工人遂为丑状。及匈奴求汉美女，上按图召昭君行，帝见昭君貌第一，甚悔之。而籍已定，乃穷其事，画工皆弃市，籍其家资，皆巨万。毛延寿画人，老少美恶，皆得其真。陈敞、刘白、龚宽并工牛马，但人物不及延寿。阳望、樊育亦善画，尤善布色。见葛洪《西京杂记》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_0496efad","陈敞","《历代名画记》","卷四 汉","张彦远","","毛延寿、杜陵人。陈敞、安陵人。刘白、新丰人。龚宽、洛阳人。阳望、下杜人。樊育，长安人。已上六人，并永光、建昭中画手。时元帝后宫既多，使图其状，每披图召见。诸宫人竞赂画工钱帛，独王嫱貌丽，意不苟求，工人遂为丑状。及匈奴求汉美女，上按图召昭君行，帝见昭君貌第一，甚悔之。而籍已定，乃穷其事，画工皆弃市，籍其家资，皆巨万。毛延寿画人，老少美恶，皆得其真。陈敞、刘白、龚宽并工牛马，但人物不及延寿。阳望、樊育亦善画，尤善布色。见葛洪《西京杂记》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_a76e1b50","赵岐","《历代名画记》","卷四 后汉","张彦远","","赵岐，字邠卿，京兆长陵人。多才艺，善画。自为寿藏于郢城，画季札、子产、晏婴、叔向四人居宾位，自居主位，各为赞颂。献帝建安六年，官至太常卿。见范晔《东汉书》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_18ff8688","刘褒","《历代名画记》","卷四 后汉","张彦远","","刘褒，汉桓帝时人。曾画《云汉图》，人见之觉热；又画《北风图》，人见之觉凉。官至蜀郡太守。见孙畅之《述画记》，及张华《博物志》云。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_37bf7a7e","刘褒","《历代名画记》","卷四 后汉","张彦远","","刘褒，汉桓帝时人。曾画过《云汉图》，人们看了图以后感觉酷热难耐；还画过《北风图》，人们看了以后又感觉万分寒冷。刘褒官至蜀郡太守。其事迹在孙畅之《述画记》与张华《博物志》中有记载。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_ae13867e","蔡邕","《历代名画记》","卷四 后汉","张彦远","下品","蔡邕，字伯喈，裴孝源所定品第云，伯喈在下品。陈留圉人。工书画，善鼓琴。建宁中为郎中，校书东观，刊正“六经”文字，书于太学石壁，天下模学。又创八分书体。为左中郎将，封高阳乡侯。年六十一。灵帝诏邕画赤泉侯五代将相于省，喜、震、叔节、赐、彪，兼命为赞及书。邕书画与赞皆擅名于代，时称“三美”。见《东观汉记》，并孙畅之《述画》。有《讲学图》《小列女图》传于代。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_5797c710","张衡","《历代名画记》","卷四 后汉","三齐记》","","张衡，字平子，南阳西鄂人。高才过人，性巧，明天象，善画。累拜侍中，出为河间王相。年六十二。昔建州浦城县山有兽，名“骇神”，豕身人首，状貌丑恶，百鬼恶之，好出水边石上。平子往写之，兽入潭中不出。或云：“此兽畏人画，故不出也，可去纸笔。”兽果出，平子拱手不动，潜以足指画兽。今号为“巴兽潭”。见郭氏《异物志》。彦远按：《三齐记》云：“昔秦始皇见海神，使左右巧者以足画之。”又按：应劭《风俗通》云：“公输班见水上蟸形，以足画之。”巧者非止于手，运思脚亦应乎心也。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_b9d2fe6a","杨鲁","《历代名画记》","卷四 后汉","张彦远","","刘旦、杨鲁，并光和中画手。待诏尚方，画于洪都学。二人并见谢承《后汉书》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_eddf35c6","刘旦","《历代名画记》","卷四 后汉","张彦远","","刘旦、杨鲁，并光和中画手。待诏尚方，画于洪都学。二人并见谢承《后汉书》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_c19d12d0","杨脩","《历代名画记》","卷四 魏","张彦远","中品下","杨脩，字德祖，中品下。华阴人也。有俊才，为丞相主簿，与陈思王友善。武帝以知有余，又袁氏之甥也，且密于植，遂恶之。《魏志》有传。《西京图》《严君平像》《吴季札像》，并晋明帝题字，传于代。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_cf013741","桓范","《历代名画记》","卷四 魏","张彦远","","桓范，字元则，沛国龙亢人。少以才学称，时号“智囊”，善丹青。在汉为羽林左监，入魏拜大司农。《魏志》有传。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_8278a7bd","杨脩","《历代名画记》","卷四 吴","张彦远","","彦远按：杨脩与魏太祖画扇，误点成蝇，遂有二事。孙畅之《述画记》亦云，而李大夫之论不亦迂阔。况不兴画名，冠绝当时，非止于拂蝇得名，但今代无其迹。若以品第，在卫之上，则未敢知。《一人》（白画）、杂纸画《龙虎图》、纸画《青溪龙》《赤盘龙》《南海监牧十种马》《夷子蛮》并《兽》《龙头》四，并传于前代。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_231a4048","诸葛亮","《历代名画记》","卷四 蜀","张彦远","","诸葛亮，字孔明。彦远按：常璩《华阳国志》云，亮以南夷之俗难化，乃画《夷图》以赐夷，夷甚重之。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_ec935764","荀勖","《历代名画记》","卷五 晋","张彦远","中品下","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_ad011c9b","卫协","《历代名画记》","卷五 晋","张彦远","","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_74149b11","张墨","《历代名画记》","卷五 晋","张彦远","","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_dabd6f5f","顾骏之","《历代名画记》","卷五 晋","张彦远","","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_acd585c4","荀勖","《历代名画记》","卷五 晋","谢赫","","张墨。下品。谢赫云：“与荀勖并。风范气韵，极妙参神，但取精灵，遗其骨法。若拘以体物，则未睹精奥；若取其意外，则方厌膏腴。可与知音说，难与俗人道。”屏风一、《维摩诘像》、杂白画一、《捣练图》传于代。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_d03288ad","张墨","《历代名画记》","卷五 晋","谢赫","下品","张墨。下品。谢赫云：“与荀勖并。风范气韵，极妙参神，但取精灵，遗其骨法。若拘以体物，则未睹精奥；若取其意外，则方厌膏腴。可与知音说，难与俗人道。”屏风一、《维摩诘像》、杂白画一、《捣练图》传于代。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_445cfac0","卫协","《历代名画记》","卷五 晋","抱朴子》","上品下","卫协。上品下。《抱朴子》云：“卫协、张墨并为画圣。”孙畅之《述画》云：“《上林苑图》，协之迹最妙。又《七佛图》人物不敢点眼睛。”顾恺之《论画》云：“《七佛》与《大列女》皆协之迹，伟而有情势。《毛诗北风图》亦协手，巧密于情思。”此画短卷，八分题。元和初，宗人张惟素将来，余大父答以名马并绢二百匹，惟素后却索，将货与韩侍郎愈之子昶，借与故相国邹平段公家，以模本归于昶。彦远会昌元年见“段家本”，后又于襄州从事见“韩家本”。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_0d54d044","张墨","《历代名画记》","卷五 晋","抱朴子》","","卫协。上品下。《抱朴子》云：“卫协、张墨并为画圣。”孙畅之《述画》云：“《上林苑图》，协之迹最妙。又《七佛图》人物不敢点眼睛。”顾恺之《论画》云：“《七佛》与《大列女》皆协之迹，伟而有情势。《毛诗北风图》亦协手，巧密于情思。”此画短卷，八分题。元和初，宗人张惟素将来，余大父答以名马并绢二百匹，惟素后却索，将货与韩侍郎愈之子昶，借与故相国邹平段公家，以模本归于昶。彦远会昌元年见“段家本”，后又于襄州从事见“韩家本”。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_6b1deb81","曹不兴","《历代名画记》","卷五 晋","谢赫","","谢赫云：“古画皆略，至协始精。‘六法’颇为兼善，虽不备该形似，而妙有气韵，凌跨群雄，旷代绝笔。”在第一品曹不兴下，张墨、荀勖上。李嗣真云：“卫之迹，虽有神气，观其骨节，无累多矣。顾生天才杰出，何区区荀、卫，敢居其上！”彦远以卫协品第在顾生之上，初恐未安。及览《顾生集》，有《论画》一篇，叹服卫画《北风》《列女图》，自以为不及，则不妨顾在卫之下。荀又居顾之上，则未敢知。《诗北风图》《史记伍子胥图》《醉客图》《神仙图》《张仪像》《鹿图》《诗黍稷图》《史记列女图》、白画《上林苑图》《卞庄子刺虎图》《吴王舟师图》，并传于代。又有《小列女》《楞严七佛》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_2b2d3c07","张墨","《历代名画记》","卷五 晋","谢赫","","谢赫云：“古画皆略，至协始精。‘六法’颇为兼善，虽不备该形似，而妙有气韵，凌跨群雄，旷代绝笔。”在第一品曹不兴下，张墨、荀勖上。李嗣真云：“卫之迹，虽有神气，观其骨节，无累多矣。顾生天才杰出，何区区荀、卫，敢居其上！”彦远以卫协品第在顾生之上，初恐未安。及览《顾生集》，有《论画》一篇，叹服卫画《北风》《列女图》，自以为不及，则不妨顾在卫之下。荀又居顾之上，则未敢知。《诗北风图》《史记伍子胥图》《醉客图》《神仙图》《张仪像》《鹿图》《诗黍稷图》《史记列女图》、白画《上林苑图》《卞庄子刺虎图》《吴王舟师图》，并传于代。又有《小列女》《楞严七佛》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_2e4d427f","卫协","《历代名画记》","卷五 晋","谢赫","","谢赫云：“古画皆略，至协始精。‘六法’颇为兼善，虽不备该形似，而妙有气韵，凌跨群雄，旷代绝笔。”在第一品曹不兴下，张墨、荀勖上。李嗣真云：“卫之迹，虽有神气，观其骨节，无累多矣。顾生天才杰出，何区区荀、卫，敢居其上！”彦远以卫协品第在顾生之上，初恐未安。及览《顾生集》，有《论画》一篇，叹服卫画《北风》《列女图》，自以为不及，则不妨顾在卫之下。荀又居顾之上，则未敢知。《诗北风图》《史记伍子胥图》《醉客图》《神仙图》《张仪像》《鹿图》《诗黍稷图》《史记列女图》、白画《上林苑图》《卞庄子刺虎图》《吴王舟师图》，并传于代。又有《小列女》《楞严七佛》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_18ebf0e1","荀勖","《历代名画记》","卷五 晋","谢赫","","谢赫云：“古画皆略，至协始精。‘六法’颇为兼善，虽不备该形似，而妙有气韵，凌跨群雄，旷代绝笔。”在第一品曹不兴下，张墨、荀勖上。李嗣真云：“卫之迹，虽有神气，观其骨节，无累多矣。顾生天才杰出，何区区荀、卫，敢居其上！”彦远以卫协品第在顾生之上，初恐未安。及览《顾生集》，有《论画》一篇，叹服卫画《北风》《列女图》，自以为不及，则不妨顾在卫之下。荀又居顾之上，则未敢知。《诗北风图》《史记伍子胥图》《醉客图》《神仙图》《张仪像》《鹿图》《诗黍稷图》《史记列女图》、白画《上林苑图》《卞庄子刺虎图》《吴王舟师图》，并传于代。又有《小列女》《楞严七佛》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_4428ccc3","李嗣真","《历代名画记》","卷五 晋","谢赫","","谢赫云：“古画皆略，至协始精。‘六法’颇为兼善，虽不备该形似，而妙有气韵，凌跨群雄，旷代绝笔。”在第一品曹不兴下，张墨、荀勖上。李嗣真云：“卫之迹，虽有神气，观其骨节，无累多矣。顾生天才杰出，何区区荀、卫，敢居其上！”彦远以卫协品第在顾生之上，初恐未安。及览《顾生集》，有《论画》一篇，叹服卫画《北风》《列女图》，自以为不及，则不妨顾在卫之下。荀又居顾之上，则未敢知。《诗北风图》《史记伍子胥图》《醉客图》《神仙图》《张仪像》《鹿图》《诗黍稷图》《史记列女图》、白画《上林苑图》《卞庄子刺虎图》《吴王舟师图》，并传于代。又有《小列女》《楞严七佛》。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_2ac6e607","王廙","《历代名画记》","卷五 晋","张彦远","上品上","王廙，字世将，上品上。琅琊临沂人。善属词，工书画，过江后为晋代书画第一，音律众妙毕综。元帝时为左卫将军，封武康侯。时镇军谢尚于武昌昌乐寺造东塔，戴若思造西塔，并请廙画。王敦用廙为平南将军、荆州刺史、护南蛮校尉。赠侍中，年四十七。见《晋书》及何法盛《晋中兴书》。廙画为晋明帝师，书为右军法。时右军亦学画于廙，廙画《孔子十弟子》，赞云：“余兄子羲之，幼而岐嶷，必将隆余堂构。今始年十六，学艺之外，书画过目便能，就余请书画法，余画《孔子十弟子图》以励之。嗟尔羲之，可不勖哉！画乃吾自画，书乃吾自书，吾余事虽不足法，而书画固可法。欲汝学书，则知积学可以致远；学画，可以知师弟子行己之道。又各为汝赞之。”见廙本集。有《异兽图》《列女仁智图》《狮子击象图》《吴楚放牧图》《鱼龙戏水绢图》《村社齐》（屏风）、《犀兕图》，并传于代。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_0544add4","王羲之","《历代名画记》","卷五 晋","张彦远","中品下","王羲之，字逸少，中品下。廙从子也。风格爽举，不顾常流。书既为古今之冠冕，丹青亦妙。官至右军将军、会稽内史。升平五年卒，年五十九。赠金紫光禄大夫。见《晋书》。《杂兽图》《临镜自写真图》、扇上画小人物传于前代。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_ecec72b9","康昕","《历代名画记》","卷五 晋","张彦远","下品","康昕，字君明，下品。外国胡人，或云义兴人。书类子敬，亦比羊欣，曾潜易子敬题方山亭壁，子敬初不疑之。画又为妙绝。官至临沂令。孙畅之云“胜杨惠”。《五兽图》传于代。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_c494ed6c","王微","《历代名画记》","卷五 晋","孙畅之","","史道硕。上品下。孙畅之云：“道硕兄弟四人并善画，道硕工人、马及鹅。”谢云：“硕与王微，并师荀、卫，王得其意，史传其似。”《古贤图》《金谷图》《鹅图》《牛图》《七贤图》《七命图》《蜀都赋图》《三马图》《八骏图》《服乘箴图》《酒德颂图》《琴赋图》《嵇中散诗图》《田家十月图》《马图》《王骏戈船图》《梵僧图》《燕人送荆轲图》，并传于代。","","","","","","","","","","","","","","","","","","","",""
"历代名画记_M3.2_文献著录与品评.csv","lit_319d7e7b","史道硕","《历代名画记》","卷五 晋","孙畅之","上品下","史道硕。上品下。孙畅之云：“道硕兄弟四人并善画，道硕工人、马及鹅。”谢云：“硕与王微，并师荀、卫，王得其意，史传其似。”《古贤图》《金谷图》《鹅图》《牛图》《七贤图》《七命图》《蜀都赋图》《三马图》《八骏图》《服乘箴图》《酒德颂图》《琴赋图》《嵇中散诗图》《田家十月图》《马图》《王骏戈船图》《梵僧图》《燕人送荆轲图》，并传于代。","","","","","","","","","","","","","","","","","","","",""
