"Source_File","cv_id","person_ref","entry_mode","official_title","rank","tenure","location_ref","time_ref","event_type","source_book","source_chapter","original_source_sentence","name","originalsource_sentence","source.chapter","originalsource","person_name_cn","person_name","entry_mode_cn","event_type_cn","description"
"历代名画记_M2.2_履历与时空轨迹.csv","cv_21ebd011","meso_蔡邕","","","","","陈留圉","建宁中","Origin","《历代名画记》","卷四 后汉","蔡邕，字伯喈，裴孝源所定品第云，伯喈在下品。陈留圉人。工书画，善鼓琴。建宁中为郎中，校书东观，刊正“六经”文字，书于太学石壁，天下模学。又创八分书体。为左中郎将，封高阳乡侯。年六十一。灵帝诏邕画赤泉侯五代将相于省，喜、震、叔节、赐、彪，兼命为赞及书。邕书画与赞皆擅名于代，时称“三美”。见《东观汉记》，并孙畅之《述画》。有《讲学图》《小列女图》传于代。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_6db73309","meso_张衡","","河间王相","","","河间王","","Official_Post","《历代名画记》","卷四 后汉","张衡，字平子，南阳西鄂人。高才过人，性巧，明天象，善画。累拜侍中，出为河间王相。年六十二。昔建州浦城县山有兽，名“骇神”，豕身人首，状貌丑恶，百鬼恶之，好出水边石上。平子往写之，兽入潭中不出。或云：“此兽畏人画，故不出也，可去纸笔。”兽果出，平子拱手不动，潜以足指画兽。今号为“巴兽潭”。见郭氏《异物志》。彦远按：《三齐记》云：“昔秦始皇见海神，使左右巧者以足画之。”又按：应劭《风俗通》云：“公输班见水上蟸形，以足画之。”巧者非止于手，运思脚亦应乎心也。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_ac1da002","meso_张衡","","","","","南阳西鄂","","Origin","《历代名画记》","卷四 后汉","张衡，字平子，南阳西鄂人。高才过人，性巧，明天象，善画。累拜侍中，出为河间王相。年六十二。昔建州浦城县山有兽，名“骇神”，豕身人首，状貌丑恶，百鬼恶之，好出水边石上。平子往写之，兽入潭中不出。或云：“此兽畏人画，故不出也，可去纸笔。”兽果出，平子拱手不动，潜以足指画兽。今号为“巴兽潭”。见郭氏《异物志》。彦远按：《三齐记》云：“昔秦始皇见海神，使左右巧者以足画之。”又按：应劭《风俗通》云：“公输班见水上蟸形，以足画之。”巧者非止于手，运思脚亦应乎心也。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_cc94fb58","meso_刘旦","","待诏尚方","","","","光和中","Official_Post","《历代名画记》","卷四 后汉","刘旦、杨鲁，并光和中画手。待诏尚方，画于洪都学。二人并见谢承《后汉书》。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_49b3f232","meso_杨鲁","","待诏尚方","","","","光和中","Official_Post","《历代名画记》","卷四 后汉","刘旦、杨鲁，并光和中画手。待诏尚方，画于洪都学。二人并见谢承《后汉书》。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_57fb95b8","meso_杨脩","","","中品下","","","","Rank","《历代名画记》","卷四 魏","杨脩，字德祖，中品下。华阴人也。有俊才，为丞相主簿，与陈思王友善。武帝以知有余，又袁氏之甥也，且密于植，遂恶之。《魏志》有传。《西京图》《严君平像》《吴季札像》，并晋明帝题字，传于代。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_3ed1d3fa","meso_杨脩","","丞相主簿","","","丞相","","Official_Post","《历代名画记》","卷四 魏","杨脩，字德祖，中品下。华阴人也。有俊才，为丞相主簿，与陈思王友善。武帝以知有余，又袁氏之甥也，且密于植，遂恶之。《魏志》有传。《西京图》《严君平像》《吴季札像》，并晋明帝题字，传于代。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_2e98ba07","meso_杨脩","","","","","华阴","","Origin","《历代名画记》","卷四 魏","杨脩，字德祖，中品下。华阴人也。有俊才，为丞相主簿，与陈思王友善。武帝以知有余，又袁氏之甥也，且密于植，遂恶之。《魏志》有传。《西京图》《严君平像》《吴季札像》，并晋明帝题字，传于代。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_21213102","meso_桓范","","羽林左监","","","","","Official_Post","《历代名画记》","卷四 魏","桓范，字元则，沛国龙亢人。少以才学称，时号“智囊”，善丹青。在汉为羽林左监，入魏拜大司农。《魏志》有传。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_3f0bbfb5","meso_桓范","","大司农","","","","","Official_Post","《历代名画记》","卷四 魏","桓范，字元则，沛国龙亢人。少以才学称，时号“智囊”，善丹青。在汉为羽林左监，入魏拜大司农。《魏志》有传。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_9d9199fe","meso_桓范","","","","","沛国龙亢","","Origin","《历代名画记》","卷四 魏","桓范，字元则，沛国龙亢人。少以才学称，时号“智囊”，善丹青。在汉为羽林左监，入魏拜大司农。《魏志》有传。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_d5c3eeca","meso_徐邈","","侍中","","","","","Official_Post","《历代名画记》","卷四 魏","徐邈，字景山，燕国蓟人。性嗜酒，善画。为侍中、司空、都乡侯。年七十六，谥曰穆。《魏志》有传。颜光禄云：“魏阳元之射，徐侍中之画是也。”魏明帝游洛水，见白獭，爱之，不可得。邈曰：“獭嗜鰿鱼，乃不避死。”遂画板作鱼，悬岸，群獭竞来，一时执得。帝嘉叹曰：“卿画何其神也！”答曰：“臣未尝执笔。人所作者，自可庶几。”见《续齐谐记》。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_a8c95af5","meso_徐邈","","都乡侯","","","都乡","","Official_Post","《历代名画记》","卷四 魏","徐邈，字景山，燕国蓟人。性嗜酒，善画。为侍中、司空、都乡侯。年七十六，谥曰穆。《魏志》有传。颜光禄云：“魏阳元之射，徐侍中之画是也。”魏明帝游洛水，见白獭，爱之，不可得。邈曰：“獭嗜鰿鱼，乃不避死。”遂画板作鱼，悬岸，群獭竞来，一时执得。帝嘉叹曰：“卿画何其神也！”答曰：“臣未尝执笔。人所作者，自可庶几。”见《续齐谐记》。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_20ca340f","meso_徐邈","","","","","燕国蓟","","Origin","《历代名画记》","卷四 魏","徐邈，字景山，燕国蓟人。性嗜酒，善画。为侍中、司空、都乡侯。年七十六，谥曰穆。《魏志》有传。颜光禄云：“魏阳元之射，徐侍中之画是也。”魏明帝游洛水，见白獭，爱之，不可得。邈曰：“獭嗜鰿鱼，乃不避死。”遂画板作鱼，悬岸，群獭竞来，一时执得。帝嘉叹曰：“卿画何其神也！”答曰：“臣未尝执笔。人所作者，自可庶几。”见《续齐谐记》。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_e051f03e","meso_曹不兴","","","中品上","","","","Rank","《历代名画记》","卷四 吴","曹不兴，中品上。吴兴人也。孙权使画屏风，误落笔点素，因就成蝇状。权疑其真，以手弹之。时称吴有“八绝”。张㪍《吴录》云：“八绝者，菰城郑妪善相，刘敦善星象，吴范善候风气，赵达善算，严武善棋，宋寿善占梦，皇象善书，曹不兴善画，是八绝也。”吴赤乌中，不兴之青谿，见赤龙出水上，写献孙皓，皓送秘府。至宋朝，陆探微见画叹其妙，因取不兴龙置水上，应时蓄水成雾，累日雱霈。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_ef6cfae9","meso_曹不兴","","菰城郑妪善相","","","菰城郑妪善","赤乌中","Official_Post","《历代名画记》","卷四 吴","曹不兴，中品上。吴兴人也。孙权使画屏风，误落笔点素，因就成蝇状。权疑其真，以手弹之。时称吴有“八绝”。张㪍《吴录》云：“八绝者，菰城郑妪善相，刘敦善星象，吴范善候风气，赵达善算，严武善棋，宋寿善占梦，皇象善书，曹不兴善画，是八绝也。”吴赤乌中，不兴之青谿，见赤龙出水上，写献孙皓，皓送秘府。至宋朝，陆探微见画叹其妙，因取不兴龙置水上，应时蓄水成雾，累日雱霈。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_0987ce7a","meso_曹不兴","","","","","吴兴","赤乌中","Origin","《历代名画记》","卷四 吴","曹不兴，中品上。吴兴人也。孙权使画屏风，误落笔点素，因就成蝇状。权疑其真，以手弹之。时称吴有“八绝”。张㪍《吴录》云：“八绝者，菰城郑妪善相，刘敦善星象，吴范善候风气，赵达善算，严武善棋，宋寿善占梦，皇象善书，曹不兴善画，是八绝也。”吴赤乌中，不兴之青谿，见赤龙出水上，写献孙皓，皓送秘府。至宋朝，陆探微见画叹其妙，因取不兴龙置水上，应时蓄水成雾，累日雱霈。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_8b88d105","meso_诸葛亮","","","","","","","Recorded","《历代名画记》","卷四 蜀","诸葛亮，字孔明。彦远按：常璩《华阳国志》云，亮以南夷之俗难化，乃画《夷图》以赐夷，夷甚重之。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_47b2bf50","meso_荀勖","","","中品下","","","","Rank","《历代名画记》","卷五 晋","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_dea723d7","meso_荀勖","","大将军掾","","","","太康","Official_Post","《历代名画记》","卷五 晋","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_7c0f3b4d","meso_荀勖","","中书监","","","","太康","Official_Post","《历代名画记》","卷五 晋","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_7369cb5e","meso_荀勖","","济北侯","","","","太康","Official_Post","《历代名画记》","卷五 晋","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_fc725ba0","meso_荀勖","","光禄大夫","","","","太康","Official_Post","《历代名画记》","卷五 晋","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_9d116570","meso_荀勖","","尚书令","","","","太康","Official_Post","《历代名画记》","卷五 晋","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_9c82066a","meso_荀勖","","司徒","","","","太康","Official_Post","《历代名画记》","卷五 晋","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_02c14d64","meso_荀勖","","","","","颍川","太康","Origin","《历代名画记》","卷五 晋","荀勖，字公曾，中品下。颍川人。多才艺，善书画。在魏为大将军掾，入晋为侍中、中书监、济北侯、光禄大夫、尚书令。太康十年，赠司徒，谥曰成。锺会尝诈作勖书，就勖母取宝剑。会于时方造宅，勖潜画会祖父形于壁，会兄弟入门见之感恸，乃废宅。勖书亦会之比也。见《魏志》，及刘义庆《世说》。有《大列女图》《小列女图》。谢云：“荀与张墨同品。”在第一品卫协下，顾骏之上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_7a138cc6","meso_张墨","","","","","之列为第二品第一","","Origin","《历代名画记》","卷五 晋","骏之列为第二品第一人。张墨、荀勖并列为第一品之末，故说在顾骏之之上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_f6a61092","meso_卫协","","","上品下","","","","Rank","《历代名画记》","卷五 晋","卫协。上品下。《抱朴子》云：“卫协、张墨并为画圣。”孙畅之《述画》云：“《上林苑图》，协之迹最妙。又《七佛图》人物不敢点眼睛。”顾恺之《论画》云：“《七佛》与《大列女》皆协之迹，伟而有情势。《毛诗北风图》亦协手，巧密于情思。”此画短卷，八分题。元和初，宗人张惟素将来，余大父答以名马并绢二百匹，惟素后却索，将货与韩侍郎愈之子昶，借与故相国邹平段公家，以模本归于昶。彦远会昌元年见“段家本”，后又于襄州从事见“韩家本”。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_b6bcbd43","meso_王廙","","","上品上","","","","Rank","《历代名画记》","卷五 晋","王廙，字世将，上品上。琅琊临沂人。善属词，工书画，过江后为晋代书画第一，音律众妙毕综。元帝时为左卫将军，封武康侯。时镇军谢尚于武昌昌乐寺造东塔，戴若思造西塔，并请廙画。王敦用廙为平南将军、荆州刺史、护南蛮校尉。赠侍中，年四十七。见《晋书》及何法盛《晋中兴书》。廙画为晋明帝师，书为右军法。时右军亦学画于廙，廙画《孔子十弟子》，赞云：“余兄子羲之，幼而岐嶷，必将隆余堂构。今始年十六，学艺之外，书画过目便能，就余请书画法，余画《孔子十弟子图》以励之。嗟尔羲之，可不勖哉！画乃吾自画，书乃吾自书，吾余事虽不足法，而书画固可法。欲汝学书，则知积学可以致远；学画，可以知师弟子行己之道。又各为汝赞之。”见廙本集。有《异兽图》《列女仁智图》《狮子击象图》《吴楚放牧图》《鱼龙戏水绢图》《村社齐》（屏风）、《犀兕图》，并传于代。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_5a869ebd","meso_王廙","","左卫将军","","","左卫","","Official_Post","《历代名画记》","卷五 晋","王廙，字世将，上品上。琅琊临沂人。善属词，工书画，过江后为晋代书画第一，音律众妙毕综。元帝时为左卫将军，封武康侯。时镇军谢尚于武昌昌乐寺造东塔，戴若思造西塔，并请廙画。王敦用廙为平南将军、荆州刺史、护南蛮校尉。赠侍中，年四十七。见《晋书》及何法盛《晋中兴书》。廙画为晋明帝师，书为右军法。时右军亦学画于廙，廙画《孔子十弟子》，赞云：“余兄子羲之，幼而岐嶷，必将隆余堂构。今始年十六，学艺之外，书画过目便能，就余请书画法，余画《孔子十弟子图》以励之。嗟尔羲之，可不勖哉！画乃吾自画，书乃吾自书，吾余事虽不足法，而书画固可法。欲汝学书，则知积学可以致远；学画，可以知师弟子行己之道。又各为汝赞之。”见廙本集。有《异兽图》《列女仁智图》《狮子击象图》《吴楚放牧图》《鱼龙戏水绢图》《村社齐》（屏风）、《犀兕图》，并传于代。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_5d9d6fe9","meso_王廙","","武康侯","","","武康","","Official_Post","《历代名画记》","卷五 晋","王廙，字世将，上品上。琅琊临沂人。善属词，工书画，过江后为晋代书画第一，音律众妙毕综。元帝时为左卫将军，封武康侯。时镇军谢尚于武昌昌乐寺造东塔，戴若思造西塔，并请廙画。王敦用廙为平南将军、荆州刺史、护南蛮校尉。赠侍中，年四十七。见《晋书》及何法盛《晋中兴书》。廙画为晋明帝师，书为右军法。时右军亦学画于廙，廙画《孔子十弟子》，赞云：“余兄子羲之，幼而岐嶷，必将隆余堂构。今始年十六，学艺之外，书画过目便能，就余请书画法，余画《孔子十弟子图》以励之。嗟尔羲之，可不勖哉！画乃吾自画，书乃吾自书，吾余事虽不足法，而书画固可法。欲汝学书，则知积学可以致远；学画，可以知师弟子行己之道。又各为汝赞之。”见廙本集。有《异兽图》《列女仁智图》《狮子击象图》《吴楚放牧图》《鱼龙戏水绢图》《村社齐》（屏风）、《犀兕图》，并传于代。","","","","","","","","",""
