location_id,historical_names,modern_address,coordinates,source_book,source_chapter,source_text
loc_c758213e,"[{""name"": ""開寶寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,末年，與東平孫夢卿畫開寶寺大殿後文殊閣下東西兩壁。
loc_78d8e26b,"[{""name"": ""開寶寺"", ""period"": ""period_song""}]",河南省开封市顺河回族区,"34.7973, 114.3072",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,又畫開寶寺文殊閣下天王及景德寺九曜院彌勒下生像，最為奇出。
loc_d858d160,"[{""name"": ""九曜院"", ""period"": ""period_song""}]",河南省开封市(景德寺内),"34.7973, 114.3072",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,又畫開寶寺文殊閣下天王及景德寺九曜院彌勒下生像，最為奇出。
loc_751bd64c,"[{""name"": ""景德寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,又畫開寶寺文殊閣下天王及景德寺九曜院彌勒下生像，最為奇出。
loc_d1c4eb62,"[{""name"": ""官中別殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,先使人竊得林仁筆畫像，懸於官中別殿。
loc_990c05f2,"[{""name"": ""金陵"", ""period"": ""period_song""}]",江苏省南京市,"32.0603, 118.7969",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,”李從善信以為真，將此話祕傳回金陵。
loc_69ad73bf,"[{""name"": ""獨居寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,寺建於北齊天保十年，初名獨居寺。
loc_7c42b033,"[{""name"": ""開寶寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,與王靄對畫開寶寺文殊閣下西壁，爲西方毗樓勒叉天王像及金槍道菩薩相，今並存焉。
loc_d982ab98,"[{""name"": ""許日開元寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,愚客於許日開元寺見輔畫攝摩騰、竺法蘭以傳教。
loc_c5ed4f5b,"[{""name"": ""相國寺"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,上歎賞移刻，遂待詔於圖畫院，敕畫相國寺廊壁。
loc_8b5b18f8,"[{""name"": ""崇夏寺大殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,後畫崇夏寺大殿東西二壁善神。
loc_bc5c4d4d,"[{""name"": ""涿郡"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,”又《圖畫見聞志》：“高益，涿郡人。
loc_7053db32,"[{""name"": ""白波"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,武宗元，字總之，河南白波人。
loc_dae7f428,"[{""name"": ""河陽廣福院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,又於河陽廣福院寫回廊壁，今并存焉。
loc_ee507cee,"[{""name"": ""廣愛寺"", ""period"": ""period_song""}]",河南省洛阳市,"34.6187, 112.4540",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,曾在廣愛寺見吳道子畫文殊、普賢大像，武由此杜絕人事旬餘，專在廣愛寺刻意臨摹。
loc_9a402f65,"[{""name"": ""藏院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,後曾在許昌龍興寺畫帝釋梵王、經藏院畫旃檀瑞像、嵩嶽廟畫出隊等壁畫。
loc_47b5b277,"[{""name"": ""許昌龍興寺"", ""period"": ""period_song""}]",河南省许昌市,"34.0353, 113.8524",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,後曾在許昌龍興寺畫帝釋梵王、經藏院畫旃檀瑞像、嵩嶽廟畫出隊等壁畫。
loc_5f5c6ebf,"[{""name"": ""遂貶崖州司"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,仁宗即位後，潛結內侍雷允恭操縱朝政，為太后所惡，遂貶崖州司戶參軍。
loc_6b343c1d,"[{""name"": ""相國寺"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,元嗣入都，復質於相國寺普滿塔主清教處。
loc_47f5e090,"[{""name"": ""秘府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,後十六日即位，名曰應運國寶羅漢，藏於秘府。
loc_1dc0ec20,"[{""name"": ""普滿塔院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,“普滿塔主”，四庫本作“普滿塔院僧”。
loc_1ded42e1,"[{""name"": ""開封府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,開封府所屬設左、右廳，每廳推官各一員，分日輪流審判案件。
loc_54cb41a4,"[{""name"": ""臨安府"", ""period"": ""period_song""}]",浙江省杭州市,"30.2741, 120.1551",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,臨安府設節度推官、觀察推官各一員；諸州幕職中亦有節度、觀察推官。
loc_d6d1bdd4,"[{""name"": ""臨安二府"", ""period"": ""period_song""}]",浙江省杭州市,"30.2741, 120.1551",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,屬開封、臨安二府的推官相當於法院院長；屬地方的推官有幕僚之意，掛職而無多少實權。
loc_8fd3b07d,"[{""name"": ""都麴院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"十九, 賜朱衣銀魚, 監都麴院。"
loc_cbb0a2a4,"[{""name"": ""成都府"", ""period"": ""period_song""}]",四川省成都市,"30.6586, 104.0648",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"淳化四年 出使成都府, 時年六十一, 在聖興寺畫有《龍水》《天台山》《水石》 等壁畫。"
loc_11791c19,"[{""name"": ""聖興寺"", ""period"": ""period_song""}]",四川省成都市,"30.6586, 104.0648",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"淳化四年 出使成都府, 時年六十一, 在聖興寺畫有《龍水》《天台山》《水石》 等壁畫。"
loc_b0a24f5b,"[{""name"": ""大聖慈寺"", ""period"": ""period_song""}]",四川省成都市锦江区大慈寺路23号,"30.6586, 104.0648",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"今大聖慈寺三學院下、經樓院下兩畔四天王兩堵, 放生池揭諦堂內六祖, 並令宗筆, 見存。"
loc_3a0c10c4,"[{""name"": ""三學院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"今大聖慈寺三學院下、經樓院下兩畔四天王兩堵, 放生池揭諦堂內六祖, 並令宗筆, 見存。"
loc_4521ba1f,"[{""name"": ""祕府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"開寶間, 煜進其圖, 藏於祕府。"
loc_a19ed175,"[{""name"": ""祕府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"開寶癸亥歲歸朝, 首貢於闕下, 籍之祕府。"
loc_6a611113,"[{""name"": ""三清殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"大中祥符 中, 玉清昭應宮成, 召昉畫三清殿天女奏音樂像。"
loc_3327cb6a,"[{""name"": ""開元寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"於本郡開元寺畫護法善神, 最為精緻。"
loc_1b860f07,"[{""name"": ""開元寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"本郡開元寺有畫壁, 亦佳手也。"
loc_82f2737b,"[{""name"": ""右班殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"上嘉之, 特授奉職, 轉右班殿直。"
loc_6e8f0df7,"[{""name"": ""營慈孝寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"逮景祐初, 今上營慈孝寺, 敕用志及待詔等筆東殿御座側, 其間王華希宮中別賜, 屏上為龍水, 飾以花竹。"
loc_3f6ec38e,"[{""name"": ""京南三聖殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"同於本京南三聖殿畫太一, 兼濟乃西壁焉(東壁乃武宗元畫)。"
loc_1aececbe,"[{""name"": ""普光王寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"於泗州 普光王寺 畫二神, 高二丈餘, 其容色威勢, 有足觀者。"
loc_6cd73b78,"[{""name"": ""大相國寺"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"開寶八年 重修大相國寺, 命文進仿高益舊本, 畫行廊變相, 及太乙官、壽寧觀、啟聖院暨開寶塔下諸功德牆壁, 率皆稱旨。"
loc_7b93a779,"[{""name"": ""啟聖院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"開寶八年 重修大相國寺, 命文進仿高益舊本, 畫行廊變相, 及太乙官、壽寧觀、啟聖院暨開寶塔下諸功德牆壁, 率皆稱旨。"
loc_dfdc632c,"[{""name"": ""相國寺大殿"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"其相國寺大殿後擎塔禾主像, 如出牆壁, 尤為世所服。"
loc_0d11ef22,"[{""name"": ""大相國寺"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"李象坤, 《圖畫見聞志》 “相國寺” 條有: “治平乙巳歲雨患, 大相國寺以汴河勢高, 溝渠失治, 寺庭四廊, 悉遭淹浸, 圮塌殆盡。"
loc_67a21392,"[{""name"": ""華嚴院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"今東太一官貴神像、華嚴院十六羅漢, 並長元筆。"
loc_f3130fdf,"[{""name"": ""趙元亭"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,”《圖繪寶鑑》誤作趙元亭。
loc_f9d89dac,"[{""name"": ""英宗實錄院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"宋曾鞏《英宗實錄院謝賜御筵表》:“此蓋伏 遇皇帝陛下永懷先烈,務廣孝思。"
loc_21f0e90a,"[{""name"": ""京師相國寺"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,幼來京師相國寺落髮，授大具足戒，通古人相法，遂能寫真。
loc_fc45fcc9,"[{""name"": ""西經藏院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,亦嘗畫本寺西經藏院後大悲菩薩。
loc_ec6e57ab,"[{""name"": ""書法學院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"御書院是皇帝學習書法,從事書法活動及選拔,培養書法 人才的場所,萃集了一批善書的書法官吏,堪稱皇家“書法學院”。"
loc_892706a7,"[{""name"": ""樞密院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"復召知樞密院事,遷兵部尚書,參知 政事。"
loc_7dd5a4bc,"[{""name"": ""興善院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"今聖壽寺中門賓頭盧變相,東廊下靈山佛會,大聖慈 寺華嚴閣下東畔大悲變相,竹溪院六祖,興善院大悲菩薩,八明王,孔雀 王變相,並南本筆。"
loc_42a81fe5,"[{""name"": ""聖壽寺"", ""period"": ""period_song""}]",四川省成都市或江西(多地有),"30.6586, 104.0648",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"今聖壽寺中門賓頭盧變相,東廊下靈山佛會,大聖慈 寺華嚴閣下東畔大悲變相,竹溪院六祖,興善院大悲菩薩,八明王,孔雀 王變相,並南本筆。"
loc_7324359a,"[{""name"": ""竹溪院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"今聖壽寺中門賓頭盧變相,東廊下靈山佛會,大聖慈 寺華嚴閣下東畔大悲變相,竹溪院六祖,興善院大悲菩薩,八明王,孔雀 王變相,並南本筆。"
loc_e86a5d38,"[{""name"": ""水陸院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"僖 宗駕回之後,府主陳太師於寶歷寺置水陸院,請南本畫天神地祇,三官五 帝,雷公電母,嶽瀆神仙,自古帝王,蜀中諸廟一百二十餘幀,千怪萬異,神鬼龍獸,魍魎魑魅,錯雜其間,時稱大手筆也。"
loc_40a9589c,"[{""name"": ""寶歷寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"僖 宗駕回之後,府主陳太師於寶歷寺置水陸院,請南本畫天神地祇,三官五 帝,雷公電母,嶽瀆神仙,自古帝王,蜀中諸廟一百二十餘幀,千怪萬異,神鬼龍獸,魍魎魑魅,錯雜其間,時稱大手筆也。"
loc_0ecee5fb,"[{""name"": ""宣政殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"唐杜甫《宣政殿退朝晚出左掖》:“天門日 射黃金榜,春殿晴曛赤羽旗。"
loc_5164930b,"[{""name"": ""南東路之江寧府"", ""period"": ""period_song""}]",江苏省南京市,"32.0603, 118.7969",《圣朝名画评》,卷三 人物門第一<sup>〔1〕</sup>,"句容在北宋時期屬於江南東路之江寧府管轄,故稱。"
loc_f70fa6f9,"[{""name"": ""雪山蕭寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,傳世作品有《溪山行旅圖》《雪景寒林圖》《雪山蕭寺圖》等。
loc_fd2ebae3,"[{""name"": ""太原"", ""period"": ""period_song""}]",山西省太原市,"37.8706, 112.5489",《圣朝名画评》,卷三 山水林木門第二,"與太原王端、上谷燕文貴、潁川陳用志相狎, 稱為畫友, 而聲望籍甚。"
loc_8620965d,"[{""name"": ""北支條院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"今相國寺净土院北支條院有端所畫東壁, 其煙嵐雲嶂之勢, 皆得其趣。"
loc_554522f8,"[{""name"": ""相國寺净土院"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 山水林木門第二,"今相國寺净土院北支條院有端所畫東壁, 其煙嵐雲嶂之勢, 皆得其趣。"
loc_cc6012a5,"[{""name"": ""河間府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,......河間府，上，河間郡，瀛海軍節度。
loc_db61fa7d,"[{""name"": ""皇城司"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"先是皇城司言: “拱聖營之西南, 自去年營卒有見龜蛇者, 因就建真武祠。"
loc_0d0d4b97,"[{""name"": ""祥源觀先營正殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"癸亥, 詔祥源觀先營正殿及三小殿, 餘俟來年興葺。"
loc_2eb8888e,"[{""name"": ""承明殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"惟演詣承明殿納告敕, 上不許, 復令中使就第賜之。"
loc_26bc3046,"[{""name"": ""應天寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"光啓年, 應天寺無智禪師請畫山石兩堵、龍水兩堵, 寺門東畔, 畫東方天王及部從兩堵。"
loc_f4d55995,"[{""name"": ""仿潤州高座寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"昭覺寺夢休長老請畫浮溫先生松石墨竹一堵, 仿潤州高座寺張僧繇戰勝一堵。"
loc_5bb3f5c3,"[{""name"": ""昭覺寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"昭覺寺夢休長老請畫浮溫先生松石墨竹一堵, 仿潤州高座寺張僧繇戰勝一堵。"
loc_72163321,"[{""name"": ""眉州福海院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"非天縱其能, 情高格逸, 其孰能與於此邪? 悟達國師請於眉州福海院畫行道天王、松石龍水兩堵, 並見存。"
loc_8fedb94a,"[{""name"": ""應天寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"蜀廣政年, 輒於應天寺門西畔畫西方天王及部從兩堵, 以對孫遇筆。"
loc_55e8aecd,"[{""name"": ""聖壽寺本院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"悟達國師自京入蜀, 重其高手, 請於聖壽寺本院同居數年。"
loc_95e75687,"[{""name"": ""大聖慈寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,既而又請於大聖慈寺真堂內畫漢州三學山圖一堵、彭州至德山圖一堵。
loc_b2d90d29,"[{""name"": ""誤售院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"後成孫 宥為開封尹日, 購其祖畫, 多誤售院深之筆, 以其風韻相近, 不能辨爾。"
loc_71b66123,"[{""name"": ""開元寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"沙門巨然, 亦 江寧 人, 受業於本郡開元寺, 攻 畫山水。"
loc_3e887231,"[{""name"": ""學士院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 山水林木門第二,"畫煙嵐曉景於學士院壁, 當時稱絕。"
loc_0dec7688,"[{""name"": ""京兆府"", ""period"": ""period_song""}]",陕西省西安市,"34.3416, 108.9398",《圣朝名画评》,卷三 畜獸門第三,"宮使丁朱崖置賞募工, 章應之曰: “今京兆府長洛鄉北樂村 古太華觀有玉皇像, 乃唐人楊惠塑, 被九色螭羅帔, 此可為法。"
loc_2c0f8a36,"[{""name"": ""相國寺"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 畜獸門第三,宋太宗晚年對相國寺進行了大規模的擴建，正殿高大，庭院寬敞，花木遍佈，僧房櫛比，許多著名藝術家的佳作，也薈萃於此。
loc_0a7c4267,"[{""name"": ""觀凝祥池御座殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 畜獸門第三,"天禧中會靈觀凝祥池御座殿扆上寫吐霧龍, 觀其蟠伏蹲踞, 波濤旁湧, 使人驚賞。"
loc_6b655a4c,"[{""name"": ""官殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 畜獸門第三,"】, 古代官殿內設在門和窗之間的大屏風。"
loc_46b4903e,"[{""name"": ""清涼寺"", ""period"": ""period_song""}]",江苏省南京市鼓楼区清凉山,"32.0603, 118.7969",《圣朝名画评》,卷三 畜獸門第三,"清涼寺畫海水, 及有李煜 八分 題名、 李肅遠 草書, 時人目為三絕。"
loc_3976d8ec,"[{""name"": ""東經藏院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 畜獸門第三,"隨煜歸京, 於學士院壁為戲水龍, 於開寶寺東經藏院壁為弄珠龍, 皆為精筆。"
loc_df1d03be,"[{""name"": ""金陵清涼寺"", ""period"": ""period_song""}]",江苏省南京市,"32.0603, 118.7969",《圣朝名画评》,卷三 畜獸門第三,"他在金陵清涼寺畫的<<海水圖>>上有李煜八分書題字和蕭遠草書題名，人稱""三絶""。"
loc_07a2209c,"[{""name"": ""鍾陵清涼寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 畜獸門第三,鍾陵清涼寺，有李中主八分題名、李簫遠草書、羽畫海水，爲三。
loc_2d8394cd,"[{""name"": ""金陵清涼寺"", ""period"": ""period_song""}]",江苏省南京市鼓楼区清凉山,"32.0603, 118.7969",《圣朝名画评》,卷三 畜獸門第三,今金陵清涼寺有李煜八分題名、蕭遠草書、羽畫海水，爲三。
loc_6dea512c,"[{""name"": ""集英殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,李煜集英殿盛有熙畫。
loc_fd2b262d,"[{""name"": ""南唐霸府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,"<<德隅齋畫品>>記徐熙<<鶴竹圖>>爲""南唐霸府之庫物""。"
loc_4ad8eb20,"[{""name"": ""溪亭"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,是時建勛方會中書舍人徐鉉、勤政學士張義方於溪亭，即時和進。
loc_52adcca2,"[{""name"": ""孟昶殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,"黃筌, 尤能寫花竹翎毛, 於孟昶殿畫六鶴。"
loc_23f42369,"[{""name"": ""八卦殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,"” 廣政中, 昶命筌與其子居寀於八卦殿畫四時山水及諸禽鳥花卉等, 至為精備。"
loc_39f39892,"[{""name"": ""作八卦殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,"昶甚嗟賞, 召其學士歐陽炯作八卦殿畫壁記, 仍付史館, 以表能事。"
loc_116e1eb0,"[{""name"": ""偏殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,又善長笛，太祖曾召他在偏殿吹奏。
loc_7b20125b,"[{""name"": ""廣漢"", ""period"": ""period_song""}]",四川省广汉市,"30.9936, 104.2823",《圣朝名画评》,卷三 花竹翎毛門第四,廣漢人。
loc_41ea5f2a,"[{""name"": ""成都府"", ""period"": ""period_song""}]",四川省成都市,"30.6586, 104.0648",《圣朝名画评》,卷三 花竹翎毛門第四,"<<宋史.地理志五>>:""成都府，次府，本益州，蜀郡，劍南西川節度。"
loc_31c5472a,"[{""name"": ""劍南西川成都府"", ""period"": ""period_song""}]",四川省成都市,"30.6586, 104.0648",《圣朝名画评》,卷三 花竹翎毛門第四,端拱元年，復爲劍南西川成都府。
loc_8b0ef88a,"[{""name"": ""鍾陵"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,......徐崇矩，鍾陵人，熙之孫也，崇嗣、崇其季孟焉。
loc_b9f84714,"[{""name"": ""江寧府"", ""period"": ""period_song""}]",江苏省南京市,"32.0603, 118.7969",《圣朝名画评》,卷三 花竹翎毛門第四,避婦父富弼當國嫌，拜龍圖閣待制，知揚州，改江寧府，以翰林侍讀學士召還，糾察在京刑獄。
loc_6df75b18,"[{""name"": ""開封府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,爲翰林學士，知開封府。
loc_696139be,"[{""name"": ""淮寧府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 花竹翎毛門第四,"<<宋史.地理志一>>:""淮寧府，輔。"
loc_bf1a5692,"[{""name"": ""普安院"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3072",《圣朝名画评》,卷三 花竹翎毛門第四,"今普安院長老 有夢松花竹圖, 花得洛陽之盛, 竹有江上之異, 皆可愛也。"
loc_744761a3,"[{""name"": ""郡龍興寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 鬼神門第五,"後遁還鄉曲, 畫本郡龍興寺壁, 為三鬼, 其一鬼執巨蟒呼喊, 有忿怒之勢, 觀者往往驚畏。"
loc_f2c33bf6,"[{""name"": ""北海龍興寺"", ""period"": ""period_song""}]",山东省潍坊市青州市,"36.6971, 118.4735",《圣朝名画评》,卷三 鬼神門第五,北海龍興寺有畫壁。
loc_2b4c1433,"[{""name"": ""崖州司"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 屋木門第六,由於爭忿朝政，不久被貶爲崖州司戶，秩滿去官，不復仕，縱放岐、雍、陝、洛間。
loc_73a0e60a,"[{""name"": ""洛陽"", ""period"": ""period_song""}]",河南省洛阳市,"34.6187, 112.4540",《圣朝名画评》,卷三 屋木門第六,"""""郭忠恕，字恕先，洛陽人。"
