"Source_File","work_id","title","creator_ref","period_ref","icon_ref","status","support","dimensions","repository","source_book","source.chapter","originalsource_sentence","originalsource","location_ref","source_chapter","original_source_sentence","creator_name","creator_name_cn","period_name_cn"
"历代名画记_M3.1_作品实体表.csv","work_d62157f9","一行大师真","meso_韩幹","唐","人物","","Scroll","","","《历代名画记》","卷三 西京寺观等画壁","兴唐寺。三门楼下，吴画神。东般若院，杨庭光画山水等。西院，韩幹画一行大师真，徐浩书赞；又有吴生、周昉绢画。中三门内东西偏两壁，尉迟画。殿轩廊东、西、南壁，吴画。净土院，董谔、尹琳、杨坦、杨乔画。院内次北廊向东塔院内西壁，吴画金刚变，工人成色，损。次南廊，吴画金刚经变及郗后等，并自题。小殿内，吴画神、菩萨、帝释，西壁西方变，亦吴画。东南角，吴弟子李生画金光明经变。讲堂内，杨庭光画。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_5efc9461","金刚变","meso_吴道子","唐","佛教","残损","Scroll","","","《历代名画记》","卷三 西京寺观等画壁","兴唐寺。三门楼下，吴画神。东般若院，杨庭光画山水等。西院，韩幹画一行大师真，徐浩书赞；又有吴生、周昉绢画。中三门内东西偏两壁，尉迟画。殿轩廊东、西、南壁，吴画。净土院，董谔、尹琳、杨坦、杨乔画。院内次北廊向东塔院内西壁，吴画金刚变，工人成色，损。次南廊，吴画金刚经变及郗后等，并自题。小殿内，吴画神、菩萨、帝释，西壁西方变，亦吴画。东南角，吴弟子李生画金光明经变。讲堂内，杨庭光画。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_48d3f1a7","金光明经变","meso_李生","唐","佛教","","Scroll","","","《历代名画记》","卷三 西京寺观等画壁","兴唐寺。三门楼下，吴画神。东般若院，杨庭光画山水等。西院，韩幹画一行大师真，徐浩书赞；又有吴生、周昉绢画。中三门内东西偏两壁，尉迟画。殿轩廊东、西、南壁，吴画。净土院，董谔、尹琳、杨坦、杨乔画。院内次北廊向东塔院内西壁，吴画金刚变，工人成色，损。次南廊，吴画金刚经变及郗后等，并自题。小殿内，吴画神、菩萨、帝释，西壁西方变，亦吴画。东南角，吴弟子李生画金光明经变。讲堂内，杨庭光画。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_ca9f1d40","水族","meso_耿昌言","唐","花鸟走兽","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","菩提寺。佛殿内东西壁，吴画神鬼。西壁工人布色，损。佛殿壁带间亦有杨庭光白画。殿内东、西、北壁，并吴画，其东壁有菩萨转目视人，法师文溆亡何令工人布色，损矣！东壁，董谔画本行经变。佛殿上构栏，耿昌言画水族。佛殿内东壁，杨庭光画。据《西京记》，合有郑画，今亡。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_6800a581","山水","meso_李昭道","唐","山水","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","万安观。公主影堂东北小院，南行，屋门外北壁，李昭道画山水。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_6dcd7386","净土变","meso_赵武端","唐","佛教","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","云花寺。小佛殿有赵武端画净土变。西廊北院门上北面，王知慎画。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_11027069","山水","meso_张璪","唐","山水","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","宝应寺。多韩幹白画，亦有轻成色者。佛殿东西二菩萨，亦幹画，工人成色，损。西南院小堂北壁，张璪画山水。院南门外，韩幹画侧坐毗沙门天王。北下方西塔院下，边鸾画牡丹。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_fbf37198","牡丹","meso_韩幹","唐","花鸟走兽","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","宝应寺。多韩幹白画，亦有轻成色者。佛殿东西二菩萨，亦幹画，工人成色，损。西南院小堂北壁，张璪画山水。院南门外，韩幹画侧坐毗沙门天王。北下方西塔院下，边鸾画牡丹。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_b3d58e65","普贤菩萨","meso_李纶","唐","佛教","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","院门北边碑，颜鲁公书，岑勋撰。南边碑，张芬书。向里面壁上碑，吴通微书，僧道秀撰。造塔人，木匠李伏横，石作张爱儿。石井栏，篆书，李阳冰，石作张爱儿。东阁，肃宗置，面东碑，韩择木八分书，王据撰。天台智者大师碑，张芬书。佛殿东院西行南院。殿内有李纶画普贤菩萨，田琳画文殊师利菩萨。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_55e54ca5","山水","meso_王陁子","唐","山水","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","崇福寺。武后题额。西库，牛昭、王陁子画山水。东山亭，刘整画山水。西库门外西壁神，吴画，自题。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_704cc6a2","山水","meso_刘整","唐","山水","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","崇福寺。武后题额。西库，牛昭、王陁子画山水。东山亭，刘整画山水。西库门外西壁神，吴画，自题。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_7ec076cc","维摩诘","meso_孙尚子","隋","佛教","","Screen","","","《历代名画记》","卷三 西京寺观等画壁","定水寺。王羲之题额，从荆州将来。殿内东壁北二神，西壁三帝释，并张僧繇画，从上元县移来。余七神及下小神，并解倩画。殿内东壁，孙尚子画维摩诘，其后屏风，临古迹帖，亦妙。中间亦孙尚子画。东间不是孙，亦妙，失人名。内东西壁及前面门上并似展画，甚妙。前面有三圆光，皆突生壁窗间，菩萨亦妙。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_7d852ecd","山水","meso_杨庭光","唐","山水","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","西明寺。玄宗朝南薰殿学士刘子皋书额。入西门南壁，杨庭光画神两铺，成色损。东廊东面第一间，传法者图赞，褚遂良书。第三间利防等，四间昙柯迦罗，并欧阳通书。寺东崇福寺壁碾，陈积善画山水。三阶院，蔡金刚、范长寿画。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_0493e6f0","山水","meso_吴道子","唐","山水","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","御史台。殿中厅吴画山水，据其画迹，不是吴。又萧桂州祐画山水。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_dc25bf60","山水","meso_梁洽","唐","山水","","Wall","","","《历代名画记》","卷三 西京寺观等画壁","太常寺。太卿后厅，梁洽画山水。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_a6940049","地狱变","meso_吴道子","唐","佛教","","Wall","","","《历代名画记》","卷三 东都寺观画壁","福先寺。三阶院，吴画地狱变，有病龙最妙。寺三门两头亦似吴画。系本寺三阶院。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_27b1d978","除灾患变","meso_吴道子","唐","佛教","","Board","","","《历代名画记》","卷三 东都寺观画壁","天宫寺。三门，吴画除灾患变。板上二菩萨，张僧繇画。从江南将来。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_45442e39","八国王分舍利","meso_展子虔","隋","佛教","","Wall","","","《历代名画记》","卷三 东都寺观画壁","龙兴寺。西禅院殿东头，展画八国王分舍利。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_979c339e","西域记图","meso_杨庭光","唐","地图/杂画","","Screen","","","《历代名画记》","卷三 东都寺观画壁","昭成寺。西廊障日《西域记图》，杨庭光画。三门下护法二神，张遵礼画。香炉两头净土变、药师变，程逊画。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_a28b7bef","东封图","meso_吴道子","唐","山水","","Wall","","","《历代名画记》","卷三 东都寺观画壁","弘道观。《东封图》是吴画，《两京记》乃云“非名手画”，误也。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_d33a4a82","汉麟阁图","","汉","花鸟走兽","","Scroll","","","《历代名画记》","卷三 《甘泉宫图》汉武","《汉麟阁图》二：武帝一，宣帝一","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_56d4276b","河图","","","山水","","Scroll","","","《历代名画记》","卷三 《望气图》一","《河图》十三，又八卷","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_d22b6956","山海经图","","","神怪","","Scroll","","","《历代名画记》","卷三 《黄帝升龙图》一卷","《山海经图》六，又钞图一","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_e02fd979","二十八人","meso_司马迁","汉","人物","","Scroll","","","《历代名画记》","卷三 《黄帝升龙图》一卷","《太史公汉书图》八，又《汉记图》三，太史公画二十八人","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_e562840e","太史公汉书图","meso_司马迁","汉","人物","","Scroll","","","《历代名画记》","卷三 《黄帝升龙图》一卷","《太史公汉书图》八，又《汉记图》三，太史公画二十八人","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_6b37212d","汉记图","meso_司马迁","汉","人物","","Scroll","","","《历代名画记》","卷三 《黄帝升龙图》一卷","《太史公汉书图》八，又《汉记图》三，太史公画二十八人","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_aece002f","诸卤簿图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《天地郊社图》","《诸卤簿图》不备录，篇目至多","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_4ae5ad7c","古圣贤帝王图","","","人物","","Scroll","","","《历代名画记》","卷三 《天地郊社图》","《古圣贤帝王图》二，又六","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_d800196b","搜神记图","","","神怪","","Scroll","","","《历代名画记》","卷三 《列仙传图》一","《搜神记图》四，荀","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_49187f14","地形图","meso_张衡","后汉","地图/杂画","","Scroll","","","《历代名画记》","卷三 《百国人图》一卷","《地形图》一，张衡","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_78c81d80","地形方丈图","meso_裴秀","晋","地图/杂画","","Scroll","","","《历代名画记》","卷三 《百国人图》一卷","《地形方丈图》一，裴秀","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_b6ced753","日月交会图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《浑天宣夜图》各一","《日月交会图》一，郑玄注","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_8dc6e107","江图","","周","山水","","Scroll","","","《历代名画记》","卷三 《周室王城明堂宗庙图》","《江图》三，刘氏，又一张氏","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_2aa639f5","三礼图","meso_夏侯朗","隋","人物","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《三礼图》十卷，阮谌等撰。又十二卷，隋文帝开皇二十年敕有司撰，左武侯执旗侍官夏侯朗画","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_b4bb08e7","尔雅图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《尔雅图》上下两卷，陈尚书令江灌，字德源，至武德中为隋州司马，并著《尔雅赞》二卷、《音》六卷","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_0a151dfc","忠孝图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《忠孝图》二十卷，唐故凉州都督李袭誉贞观三年撰，奏上嘉之，并传赞","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_c1188baa","汉明帝画宫图","","","人物","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《汉明帝画宫图》五十卷，第一起庖牺，五十杂画赞。汉明帝雅好画图，别立画官，诏博洽之士班固、贾逵辈，取诸经史事，命尚方画工图画，谓之画赞。至陈思王曹植为赞传","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_bc3a7088","古圣帝贤臣七十子","","","人物","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《益州学堂图》十，画古圣帝贤臣七十子，后代又增汉、晋帝王名臣，蜀之贤相、牧守，似东晋时人所撰","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_14341f4a","益州学堂图","","","人物","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《益州学堂图》十，画古圣帝贤臣七十子，后代又增汉、晋帝王名臣，蜀之贤相、牧守，似东晋时人所撰","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_eef755a4","鲁庙孔子弟子图","","","人物","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《鲁庙孔子弟子图》五，是鲁国庙堂东西厢画图","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_1a180aac","传国玺图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《传国玺图》一，姚察撰并记","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_685d2345","洛阳图","","","建筑","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《洛阳图》一名《杨宫图状》，杨佺期撰","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_c3e482a0","杨宫图状","","","建筑","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《洛阳图》一名《杨宫图状》，杨佺期撰","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_7b57077a","区宇图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《区宇图》一百二十八卷，每卷首有图，虞茂氏撰","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_93cc9c38","职贡图","meso_萧绎","南朝梁","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《职贡图》一，外国酋渠、诸蕃土俗本末，仍各图其来贡者之状，《金楼子》言之，梁元帝画","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_463644ab","中天竺国图","","","人物","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《中天竺国图》有行记十卷，图三卷，明庆三年王玄策撰","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_efc32a21","忠孝图传赞","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《忠孝图》二十卷，唐故凉州都督李袭誉于贞观三年撰，进献唐太宗，唐太宗嘉奖他，并撰写了《忠孝图传赞》","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_fde5a9b1","祥瑞图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《祥瑞图》十卷，起“天有黄道”，失撰者","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_941d2d29","符瑞图","meso_杨庭光","唐","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《符瑞图》十卷，行“日月”，杨庭光并集孙氏、熊氏图","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_a259df2d","白泽图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《白泽图》一卷，三百二十事，出《抱朴子》。黄帝巡东海而遇之","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_9e73ee1b","古今艺术图","","","人物","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《古今艺术图》五十卷，既画其形，又说其事，隋炀帝撰","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_24773911","灵秀本草图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《灵秀本草图》六，起“赤箭”，终“蜻蜓”，源平仲撰","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_0b264b79","本草图","","","地图/杂画","","Scroll","","","《历代名画记》","卷三 《风角五音图》","《本草图》二十五，其形状苏敬撰，明庆中事","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_c1887f55","鸾凤","meso_烈裔","秦","花鸟走兽","","Wall","","","《历代名画记》","卷四 秦","烈裔，謇涓国人。秦皇二年，本国献之。口含丹墨，喷壁成龙兽。以指历地，如绳界之。转手方圆，皆如规矩。度方寸内，五岳、四渎、列土备焉。善画鸾凤，轩轩然惟恐飞去。见王子年《拾遗录》。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_45e23262","季札","meso_赵岐","后汉","人物","","Wall","","","《历代名画记》","卷四 后汉","赵岐，字邠卿，京兆长陵人。多才艺，善画。自为寿藏于郢城，画季札、子产、晏婴、叔向四人居宾位，自居主位，各为赞颂。献帝建安六年，官至太常卿。见范晔《东汉书》。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_c473191a","云汉图","meso_刘褒","后汉","山水","","Scroll","","","《历代名画记》","卷四 后汉","刘褒，汉桓帝时人。曾画《云汉图》，人见之觉热；又画《北风图》，人见之觉凉。官至蜀郡太守。见孙畅之《述画记》，及张华《博物志》云。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_27879259","北风图","meso_刘褒","后汉","人物","","Scroll","","","《历代名画记》","卷四 后汉","刘褒，汉桓帝时人。曾画《云汉图》，人见之觉热；又画《北风图》，人见之觉凉。官至蜀郡太守。见孙畅之《述画记》，及张华《博物志》云。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_4a37e9c8","西京图","meso_杨脩","魏","人物","","Scroll","","","《历代名画记》","卷四 魏","杨脩，字德祖，中品下。华阴人也。有俊才，为丞相主簿，与陈思王友善。武帝以知有余，又袁氏之甥也，且密于植，遂恶之。《魏志》有传。《西京图》《严君平像》《吴季札像》，并晋明帝题字，传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_f4bbfa4b","严君平像","meso_杨脩","魏","人物","","Scroll","","","《历代名画记》","卷四 魏","杨脩，字德祖，中品下。华阴人也。有俊才，为丞相主簿，与陈思王友善。武帝以知有余，又袁氏之甥也，且密于植，遂恶之。《魏志》有传。《西京图》《严君平像》《吴季札像》，并晋明帝题字，传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_15596e37","吴季札像","meso_杨脩","魏","人物","","Scroll","","","《历代名画记》","卷四 魏","杨脩，字德祖，中品下。华阴人也。有俊才，为丞相主簿，与陈思王友善。武帝以知有余，又袁氏之甥也，且密于植，遂恶之。《魏志》有传。《西京图》《严君平像》《吴季札像》，并晋明帝题字，传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_5476788e","夷图","meso_诸葛亮","蜀","山水","","Scroll","","","《历代名画记》","卷四 蜀","诸葛亮，字孔明。彦远按：常璩《华阳国志》云，亮以南夷之俗难化，乃画《夷图》以赐夷，夷甚重之。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_1b10f841","维摩诘像","meso_张墨","晋","佛教","","Screen","","","《历代名画记》","卷五 晋","张墨。下品。谢赫云：“与荀勖并。风范气韵，极妙参神，但取精灵，遗其骨法。若拘以体物，则未睹精奥；若取其意外，则方厌膏腴。可与知音说，难与俗人道。”屏风一、《维摩诘像》、杂白画一、《捣练图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_693bf2c6","捣练图","meso_张墨","晋","地图/杂画","","Screen","","","《历代名画记》","卷五 晋","张墨。下品。谢赫云：“与荀勖并。风范气韵，极妙参神，但取精灵，遗其骨法。若拘以体物，则未睹精奥；若取其意外，则方厌膏腴。可与知音说，难与俗人道。”屏风一、《维摩诘像》、杂白画一、《捣练图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_279876a9","七佛图","meso_卫协","晋","佛教","","Scroll","","","《历代名画记》","卷五 晋","卫协。上品下。《抱朴子》云：“卫协、张墨并为画圣。”孙畅之《述画》云：“《上林苑图》，协之迹最妙。又《七佛图》人物不敢点眼睛。”顾恺之《论画》云：“《七佛》与《大列女》皆协之迹，伟而有情势。《毛诗北风图》亦协手，巧密于情思。”此画短卷，八分题。元和初，宗人张惟素将来，余大父答以名马并绢二百匹，惟素后却索，将货与韩侍郎愈之子昶，借与故相国邹平段公家，以模本归于昶。彦远会昌元年见“段家本”，后又于襄州从事见“韩家本”。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_9c2254a6","大列女","meso_卫协","晋","人物","","Scroll","","","《历代名画记》","卷五 晋","卫协。上品下。《抱朴子》云：“卫协、张墨并为画圣。”孙畅之《述画》云：“《上林苑图》，协之迹最妙。又《七佛图》人物不敢点眼睛。”顾恺之《论画》云：“《七佛》与《大列女》皆协之迹，伟而有情势。《毛诗北风图》亦协手，巧密于情思。”此画短卷，八分题。元和初，宗人张惟素将来，余大父答以名马并绢二百匹，惟素后却索，将货与韩侍郎愈之子昶，借与故相国邹平段公家，以模本归于昶。彦远会昌元年见“段家本”，后又于襄州从事见“韩家本”。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_25043fbf","毛诗北风图","meso_卫协","晋","地图/杂画","","Scroll","","","《历代名画记》","卷五 晋","卫协。上品下。《抱朴子》云：“卫协、张墨并为画圣。”孙畅之《述画》云：“《上林苑图》，协之迹最妙。又《七佛图》人物不敢点眼睛。”顾恺之《论画》云：“《七佛》与《大列女》皆协之迹，伟而有情势。《毛诗北风图》亦协手，巧密于情思。”此画短卷，八分题。元和初，宗人张惟素将来，余大父答以名马并绢二百匹，惟素后却索，将货与韩侍郎愈之子昶，借与故相国邹平段公家，以模本归于昶。彦远会昌元年见“段家本”，后又于襄州从事见“韩家本”。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_b1e6138c","杂兽图","meso_王羲之","晋","花鸟走兽","","Fan","","","《历代名画记》","卷五 晋","王羲之，字逸少，中品下。廙从子也。风格爽举，不顾常流。书既为古今之冠冕，丹青亦妙。官至右军将军、会稽内史。升平五年卒，年五十九。赠金紫光禄大夫。见《晋书》。《杂兽图》《临镜自写真图》、扇上画小人物传于前代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_388bec29","临镜自写真图","meso_王羲之","晋","人物","","Fan","","","《历代名画记》","卷五 晋","王羲之，字逸少，中品下。廙从子也。风格爽举，不顾常流。书既为古今之冠冕，丹青亦妙。官至右军将军、会稽内史。升平五年卒，年五十九。赠金紫光禄大夫。见《晋书》。《杂兽图》《临镜自写真图》、扇上画小人物传于前代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_6cdd39d4","五兽图","meso_康昕","晋","花鸟走兽","","Wall","","","《历代名画记》","卷五 晋","康昕，字君明，下品。外国胡人，或云义兴人。书类子敬，亦比羊欣，曾潜易子敬题方山亭壁，子敬初不疑之。画又为妙绝。官至临沂令。孙畅之云“胜杨惠”。《五兽图》传于代。","","","","","","",""
