"Source_File","location_id","entity_name","type","modern_address","coordinates","source_book","source.chapter","originalsource_sentence","name","historical_names","source_trace","source_chapter","original_source_sentence","originalsource"
"历代名画记_M1.2_空间地理本体.csv","M1_2_L1","太清宫","Temple","西安","[108.968, 34.288]","历代名画记","卷三","太清宫。殿内绢上写玄元真，是吴。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L10","宝刹寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","宝刹寺。佛殿南杨契丹画涅槃等变相，与裴《录》同，据裴《画录》亦有郑画，今不见也。西廊陈静眼画地狱变，又有杨庭光画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L11","兴唐寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","兴唐寺。三门楼下，吴画神。东般若院，杨庭光画山水等。西院，韩幹画一行大师真，徐浩书赞；又有吴生、周昉绢画。中三门内东西偏两壁，尉迟画。殿轩廊东、西、南壁，吴画。净土院，董谔、尹琳、杨坦、杨乔画。院内次北廊向东塔院内西壁，吴画金刚变，工人成色，损。次南廊，吴画金刚经变及郗后等，并自题。小殿内，吴画神、菩萨、帝释，西壁西方变，亦吴画。东南角，吴弟子李生画金光明经变。讲堂内，杨庭光画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L12","菩提寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","菩提寺。佛殿内东西壁，吴画神鬼。西壁工人布色，损。佛殿壁带间亦有杨庭光白画。殿内东、西、北壁，并吴画，其东壁有菩萨转目视人，法师文溆亡何令工人布色，损矣！东壁，董谔画本行经变。佛殿上构栏，耿昌言画水族。佛殿内东壁，杨庭光画。据《西京记》，合有郑画，今亡。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L13","万安观","Temple","西安","[108.945, 34.26]","历代名画记","卷三","万安观。公主影堂东北小院，南行，屋门外北壁，李昭道画山水。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L14","净域寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","净域寺。据裴《画录》，此寺有孙尚子画，今不见。三阶院东壁，张孝师画地狱变，杜怀亮书榜子。院门内外神鬼，王韶应画，王什书榜子。王什、杜怀亮书，人罕知有，书迹甚高，似锺书。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L15","景公寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","景公寺。东廊南间、东门南壁画行僧，转目视人。中门之东，吴画地狱并题。西门内西壁，吴画帝释并题次；南廊吴画。三门内东西画至妙，失人名。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L16","青龙寺","Temple","西安","[109.006, 34.233]","历代名画记","卷三","青龙寺。中三门外东西，王韶应画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L17","安国寺","Temple","西安","[108.98, 34.26]","历代名画记","卷三","安国寺。东车门直北东壁，北院门外，画神两壁，及梁武帝、郗后等，并吴画并题。经院小堂，内外并吴画。西廊南头院，西面堂内南北壁，并中三门外东西壁，梵王、帝释，并杨庭光画。三门东西两壁释天等，吴画，工人成色，损。东廊大法师院塔内，尉迟画及吴画。大佛殿东西二神，吴画，工人成色，损。殿内维摩变，吴画。东、北涅槃变，杨庭光画。西壁西方变，吴画，工人成色，损。殿内正南佛，吴画，轻成色。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L18","开元观","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","开元观。西廊院天尊殿前，龙虎君明真经变，及西壁并杨庭光画。门西窗上下，杨仙乔画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L19","云花寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","云花寺。小佛殿有赵武端画净土变。西廊北院门上北面，王知慎画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L2","荐福寺","Temple","西安","[108.942, 34.244]","历代名画记","卷三","荐福寺。天后飞白书额。净土院门外两边，吴画神鬼；南边神头上龙为妙。西廊菩提院，吴画维摩诘本行变。律院北廊，张璪、毕宏画。西南院佛殿内东壁及廊下行僧，并吴画，未了。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L20","宝应寺","Temple","西安","[108.947, 34.259]","历代名画记","卷三","宝应寺。多韩幹白画，亦有轻成色者。佛殿东西二菩萨，亦幹画，工人成色，损。西南院小堂北壁，张璪画山水。院南门外，韩幹画侧坐毗沙门天王。北下方西塔院下，边鸾画牡丹。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L21","咸宜观","Temple","西安","[108.947, 34.259]","历代名画记","卷三","咸宜观。三门两壁及东西廊，并吴画。殿上窗间真人，吴画。殿前东西二神，解倩画。殿外东头东西二神，西头东西壁，吴生并杨庭光画。窗间写真及明皇帝、上佛公主等图，陈闳画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L22","永寿寺","Temple","西安","[108.94, 34.25]","历代名画记","卷三","永寿寺。三门里吴画神。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L23","千福寺","Temple","西安","[108.925, 34.25]","历代名画记","卷三","千福寺。在安定坊，会昌中毁寺后却置，不改旧额。寺额上官昭容书。毁寺后有僧收得，再置却悬之。中三门外东行南，太宗皇帝撰《圣教序》，弘福寺沙门怀仁集王右军书。西行，楚金和尚《法华感应碑》，颜鲁公书，徐浩题额。碑阴。沙门飞锡撰，吴通微书。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L24","东塔院","Building/Studio","西安","[108.947, 34.2594]","历代名画记","卷三","东塔院，额高力士书。涅槃鬼神，杨惠之书。门屋下内外面，杨庭光白画鬼神，并门屋下两面四五间。西塔院玄宗皇帝题额。北廊堂内南岳智顗思大禅师、法华七祖及弟子影。弟子寿王主簿韩幹敬貌遗法，弟子沙门飞锡撰颂，并书。绕塔板上传法二十四弟子，卢稜伽、韩幹画，里面吴生画。时菩萨现，吴生貌。塔北普贤菩萨、鬼神，似是尹琳画。相传云是杨庭光画，画时笔端舍利从空而落。塔院门两面内外及东西向里各四间，吴画鬼神、帝释，极妙。塔院西廊沙门怀素草书。天师真，韩幹画。此东塔玄宗感梦置之。楚金真，吴画。弥勒下生变。韩幹正画，细小稠闹。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L26","崇福寺","Temple","西安","[108.93, 34.255]","历代名画记","卷三","崇福寺。武后题额。西库，牛昭、王陁子画山水。东山亭，刘整画山水。西库门外西壁神，吴画，自题。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L27","化度寺","Temple","西安","[108.95, 34.24]","历代名画记","卷三","化度寺。殷仲容题额。杨庭光、杨仙乔画本行经变，卢稜伽画地狱变，今残两头少许耳。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L28","温国寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","温国寺。净土院，尹琳画，三门内吴画鬼神。南北窗门画神，失人名。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L29","定水寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","定水寺。王羲之题额，从荆州将来。殿内东壁北二神，西壁三帝释，并张僧繇画，从上元县移来。余七神及下小神，并解倩画。殿内东壁，孙尚子画维摩诘，其后屏风，临古迹帖，亦妙。中间亦孙尚子画。东间不是孙，亦妙，失人名。内东西壁及前面门上并似展画，甚妙。前面有三圆光，皆突生壁窗间，菩萨亦妙。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L3","兴善寺","Temple","西安","[108.943, 34.218]","历代名画记","卷三","兴善寺。殿内壁画至妙，失人名。按裴《录》云：“此寺有刘焉画。”恐是。西南舍利塔内曹画，西面尹琳画。东廊从南第三院小殿柱间，吴画神，工人装，损。三藏院阁画至妙，失人名。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L30","奉恩寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","奉恩寺。中三门外西院北，尉迟画本国王及诸亲族；次塔下小画，亦尉迟画。此寺本是乙僧宅。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L31","龙兴寺","Temple","西安","[112.454, 34.618]","历代名画记","卷三","龙兴寺。佛殿郑法轮画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L32","懿德寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","懿德寺。三门楼下两壁神，中三门东西华严变，并妙。三门西廊东，静眼画山水。大殿内画极妙，失人名。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L33","胜光寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","胜光寺。西北院小殿南面东、西偏门上，王定画行僧及门间菩萨圆光。三门外神及帝释，杨仙乔画。三门北南廊，尹琳画。塔东南院，周昉画水月观自在菩萨掩障，菩萨圆光及竹，并是刘整成色。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L34","西明寺","Temple","西安","[108.895, 34.24]","历代名画记","卷三","西明寺。玄宗朝南薰殿学士刘子皋书额。入西门南壁，杨庭光画神两铺，成色损。东廊东面第一间，传法者图赞，褚遂良书。第三间利防等，四间昙柯迦罗，并欧阳通书。寺东崇福寺壁碾，陈积善画山水。三阶院，蔡金刚、范长寿画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L35","净法寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","净法寺。殿后张孝师画地狱变。东壁范长寿画，与裴孝源《录》同。西壁亦妙，失人名。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L36","空观寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","空观寺。本周时村佛堂。绕壁，当时名手画。佛堂在寺东廊南院。佛殿南面东西门上，袁子昂画。又有“三绝”，是佛殿门扇孔雀及二龙。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L37","崇圣寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","崇圣寺。西殿内，董伯仁画。东殿，展子虔画。展画与裴《录》同。西北，郑德文画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L38","净景寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","净景寺。殷仲容题额。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L39","济度寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","济度寺。殷仲容题额。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L4","慈恩寺","Temple","西安","[108.963, 34.219]","历代名画记","卷三","慈恩寺。塔内面东西间，尹琳画，西面菩萨骑狮子，东面骑象。塔下南门，尉迟画；西壁千钵文殊，尉迟画；南北两间及两门，吴画并自题。塔北殿前窗间，吴画菩萨。殿内杨庭光画经变，色损。大殿东轩廊北壁，吴画未了。旧传是吴，细看不是。大殿东廊从北第一院，郑虔、毕宏、王维等白画。入院北壁，二神甚妙，失人名。两廊壁间，阎令画。中间及西廊，李果奴画行僧。塔之东南中门外偏，张孝师画地狱变，已剥落。院内东廊从北第一房间南壁，韦銮画松树。大佛殿内东壁好画，失人名。中三门里两面，尹琳画神。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L40","玄都观","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","玄都观。殿内，范长寿画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L41","海觉寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","海觉寺。欧阳询题额。三门内王韶应画，小殿前面董画像。双林塔西面展画，后面云是郑画，尤妙。西南院门北壁，画神，失名，甚妙，或云郑法士。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L42","寿果寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","寿果寺。殿内画甚妙，失人名。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L43","纪国寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","纪国寺。西禅院小堂郑法轮画，甚碎。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L44","褒义寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","褒义寺。殿后东西画，似是王定。佛殿西壁涅槃变，卢稜迦画，自题。西禅院殿内，杜景祥、王元之画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L45","大云寺","Temple","西安","[112.454, 34.618]","历代名画记","卷三","大云寺。东浮图北有塔，俗呼为“七宝塔”，隋文帝造。冯提伽画瘦马并帐幕、人物，已剥落。又东壁、北壁，郑法轮画；西壁，田僧亮画；外边四面，杨契丹画本行经。据裴《录》，此寺亦有展画。有田、杨、郑并同。塔东叉手下，画辟邪，双目随人转盻。三阶院窗下旷野杂兽，似是张孝师。西南净土院绕殿僧，至妙，失人名。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L46","永泰寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","永泰寺。殿及西廊，李雅画圣僧。东廊悬门，杨契丹画。东精舍，郑法士画灭度变相。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L47","总持寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","总持寺。门外东西，吴画，成色损。佛殿内西面，孙尚子画。三藏院小佛殿四壁，尹琳、李昌画。堂内李重昌画恩大师影。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L48","庄严寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","庄严寺。两寺并殷令名题额。南门外壁白蕃神，尹琳画。中门外东西，卢稜迦画两壁甚大。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L49","秘书省","Building/Studio","西安","[108.945, 34.265]","历代名画记","卷三","秘书省。薛稷画鹤，贺知章题诗，在东秘书厅；郎馀令画凤，在书阁柱上。都不成画，不堪观。先亦有小山水在书阁上，今已无。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L5","龙兴观","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","龙兴观。大门内吴画神，已摧剥。殿内东壁，吴画明真经变。北面从西第二门，董谔白画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L52","太常寺","Building/Studio","西安","[108.945, 34.265]","历代名画记","卷三","太常寺。太卿后厅，梁洽画山水。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L53","禅定寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","禅定寺。裴孝源《画录》云，有陈善见画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L54","西禅寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","西禅寺。裴孝源云，有孙尚子画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L55","开业寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","开业寺。裴《录》云，有曹仲达、李雅、杨契丹、郑法士画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L56","清禅寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","清禅寺。裴《录》云，有郑法士画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L57","延兴寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","延兴寺。裴《录》云，有郑法士、李雅画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L58","福先寺","Temple","洛阳","[112.46, 34.62]","历代名画记","卷三","福先寺。三阶院，吴画地狱变，有病龙最妙。寺三门两头亦似吴画。系本寺三阶院。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L59","天宫寺","Temple","洛阳","[112.47, 34.63]","历代名画记","卷三","天宫寺。三门，吴画除灾患变。板上二菩萨，张僧繇画。从江南将来。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L6","唐安寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","唐安寺。塔下尹琳、李真画。北堂内西壁，朱审画山水。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L60","长寿寺","Temple","洛阳","[112.45, 34.61]","历代名画记","卷三","长寿寺。门里东西两壁鬼神，吴画。佛殿两轩行僧，亦吴画。菜园精舍内，王韶应画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L61","敬爱寺","Temple","洛阳","[112.454, 34.618]","历代名画记","卷三","敬爱寺。据裴孝源《画录》云，有孙尚子画。彦远按：敬爱寺是中宗皇帝为高宗、武后置，孙尚子是隋朝画手，裴君所记为谬矣。佛殿内菩萨树下弥勒菩萨塑像，麟德二年自内出，王玄策取到西域所图菩萨像为样。巧儿、张寿、宋朝塑，王玄策指挥，李安贴金。东间弥勒像，张智藏塑，即张寿之弟也。陈永承成。西间弥勒像。窦弘果塑。已上三处像光及化生等，并是刘爽刻。殿中门西神，窦弘果塑。殿中门东神，赵云质塑，今谓之圣神也。此一殿功德并妙","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L63","弘圣寺","Temple","洛阳","[112.454, 34.618]","历代名画记","卷三","弘圣寺。陈静眼、张志画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L64","昭成寺","Temple","洛阳","[112.454, 34.618]","历代名画记","卷三","昭成寺。西廊障日《西域记图》，杨庭光画。三门下护法二神，张遵礼画。香炉两头净土变、药师变，程逊画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L65","圣慈寺","Temple","洛阳","[112.454, 34.618]","历代名画记","卷三","圣慈寺。西北禅院，程逊画。本行经变，维摩诘并诸功德，杨庭光画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L66","弘道观","Temple","洛阳","[112.454, 34.618]","历代名画记","卷三","弘道观。《东封图》是吴画，《两京记》乃云“非名手画”，误也。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L67","城北老君庙","Temple","洛阳","[112.454, 34.64]","历代名画记","卷三","城北老君庙，吴画。杜甫诗云：“五圣联龙衮，千官列雁行。”“画手看前辈，吴生独擅场。”","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L68","光严寺","Temple","洛阳","[112.454, 34.618]","历代名画记","卷三","光严寺。裴孝源云，有董伯仁画。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L69","天女寺","Temple","洛阳","[112.454, 34.618]","历代名画记","卷三","天女寺。裴云，有展画，今不见。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L7","光宅寺","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","光宅寺。东菩提院内北壁东西偏，尉迟画降魔等变，殿内吴生、杨庭光画，又尹琳画西方变。","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L70","甘露寺","Temple","江苏省镇江市","[119.452, 32.221]","历代名画记","卷三","先是宰相李德裕镇浙西，创立甘露寺，唯甘露不毁。取管内诸寺画壁置于寺内...","","","","","",""
"历代名画记_M1.2_空间地理本体.csv","M1_2_L8","玄真观","Temple","西安","[108.947, 34.2594]","历代名画记","卷三","玄真观。殿内玄元及侍真座上，陈静心画乐天及神；殿内外，程雅、陈静心画。","","","","","",""
