person_id,primary_role,name,courtesy_name,pseudonym,other_names,choronym,birth_death,period_ref,authority_ids,source_book,source_chapter,source_text
"meso_houhualu_5b4849905e18","靳智翼","未详","未详","未详","未详","活跃于唐","唐","未详","《后画录·彦悰》.md","唐靳智翼","### 唐靳智翼
效曹不兴。

祖述曹公，改张琴瑟。变夷为夏，初是斯人。"
"meso_houhualu_be42f8927470","范寿","未详","未详","未详","未详","活跃于唐","唐","未详","《后画录·彦悰》.md","唐武骑尉范寿","### 唐武骑尉范寿
博赡繁多，有所推尚。至于位置，无待经略。"
"meso_houhualu_e08f2a53b98f","王定","未详","未详","未详","未详","活跃于唐","唐","未详","《后画录·彦悰》.md","唐朝散大夫王定","### 唐朝散大夫王定
骨气不足，遒媚有余。菩萨圣僧，往往警绝。"
"meso_houhualu_85d904d653a4","张孝师","未详","未详","未详","未详","活跃于唐","唐","未详","《后画录·彦悰》.md","唐骠骑尉张孝师","### 唐骠骑尉张孝师
象制有功，云为尽善。鬼神之状，群彦推雄。"
"meso_houhualu_ea875b617bd4","王知慎","未详","未详","未详","未详","活跃于唐","唐","未详","《后画录·彦悰》.md","唐殷王府法曹王知慎","### 唐殷王府法曹王知慎
受业阎家，写生殆庶。用笔爽利，风彩不凡。"
"meso_houhualu_db295b8f3e5c","吴智敏","未详","未详","未详","未详","活跃于唐","唐","未详","《后画录·彦悰》.md","唐吴智敏","### 唐吴智敏
宗匠梁宽，神襟更逸。终于是门，损益可知。"
"meso_houhualu_185148762397","檀知敏","未详","未详","未详","未详","活跃于唐","唐","未详","《后画录·彦悰》.md","唐振威校尉檀知敏","### 唐振威校尉檀知敏
栋宇楼台，阴阳向背。历观前古，独有斯人。"
"meso_houhualu_d57b404baac4","尉迟乙僧","未详","未详","未详","吐火罗","活跃于唐","唐","未详","《后画录·彦悰》.md","吐火罗国胡尉迟乙僧","### 吐火罗国胡尉迟乙僧
善攻鬼神，当时之美也。有兄甲僧，在其本国矣。

外国鬼神，奇形异貌。笔迹洒落，有似中华。攻改四时花木。"
"meso_houhualu_c6fcabd2b3b5","唐萨陀","未详","未详","未详","未详","活跃于唐","唐","未详","《后画录·彦悰》.md","唐振威校尉唐萨陀","### 唐振威校尉唐萨陀
无闻伏膺，灵心自悟。如初花晚叶，变态多端。异兽奇禽，千形万品。"
"meso_houhualu_60947a08e015","李凑","未详","未详","未详","广陵","活跃于唐","唐","未详","《后画录·彦悰》.md","唐广陵曹参军李凑","### 唐广陵曹参军李凑

挥毫造化，动笔合真。子女衣服，万品千门。筋脉连带，形状奇绝。天宝年中，过之古人。

后画录毕"
